Time,AirFlow
184.4,0.15592172773496754
185.2,0.2605893365210276
186.0,0.3844132057334084
186.8,0.30585554713241514
187.6,0.37833743383644325
188.4,0.14932632323023676
189.2,0.28351569579223096
190.0,0.2661926623787555
190.8,0.18287275293512564
191.6,0.22191437296468666
192.4,0.27684719473980113
193.2,0.23131415612498257
194.0,0.18597415117402505
194.8,0.2893664295239082
195.6,0.17951189914226903
196.4,0.2858992058335707
197.2,0.2567851463793403
198.0,0.2777581933408137
198.8,0.2606968340066948
199.6,0.30586332032409247
200,0.08734429037470966
200.8,0.22427604164192103
201.6,0.18817029205395805
202.4,0.27943557321727747
203.2,0.21747505566386532
204,0.4421908672255576
204.8,1.5083668526394953
206,3.3676822028025972
207,2.227967953052784
207.8,2.2089491846861162
208.6,2.0806854394913774
209.4,2.1302432532043296
210.2,2.0758953742801483
211.0,2.0359512618999824
211.8,1.9433641798246974
212.6,1.9136161158853187
213.4,1.935283723050207
214.2,1.8241041221080896
215.0,1.7672277293151655
215.8,1.7896284971345975
217,1.7108132397262166
217.8,1.6508651691470486
218.6,1.5846766467588127
219.4,1.6667042617752237
220.2,1.664685342117358
221.0,1.732905129321103
222,1.494518610694406
222.8,1.5856103356153928
223.6,1.7055260933336729
224.4,1.718374920099481
225.2,1.64789874816817
226.0,1.7161870877586116
227,1.82513458443593
227.8,1.6780428030483772
228.6,1.80279519630559
229.4,1.8236235071240918
230.2,1.8282248782228998
231.0,1.5526608599477227
231.8,1.7602100450893228
232.6,1.52638227566703
233.4,1.6258720021101882
234.2,1.6983292299895454
235,1.5486080388228216
235.8,1.599509172671843
236.6,1.6484035693369592
237.4,1.4921657623586804
238.2,1.692650695046494
239.0,1.6429965141361367
239.8,1.6546280722419355
240.6,1.532505190846707
241.4,1.6046070059653228
242.2,1.5460804887132258
243.0,1.5422622225283733
243.8,1.5882983914954962
244.6,1.68408986636532
245.4,1.5613680645890662
246.2,1.7421027486934952
247.0,1.6603676665852478
247.8,1.7541391258197951
248.6,1.6755238424877468
249.4,1.554282021073031
250,1.5677084539541606
250.8,1.4903922705544759
251.6,1.4190111459719705
252.4,1.2875306687567998
253.2,1.2548638209560488
254.0,1.1871786910446653
255,1.076545924402099
255.8,1.0076114418198514
256.6,1.0330030781117912
257.4,0.9545651917232547
258.2,0.838879611240588
259.0,0.7776867427855854
260,0.7794779536612786
260.8,0.6940588861085916
261.6,0.7142162755054048
262.4,0.6857289967745318
263.2,0.5115286678434511
264.0,0.4840675182108388
264.8,0.4808460553250743
265.6,0.5746468617257587
266.4,0.588664018799616
267.2,0.35777912974832904
268.0,0.3418406180935247
268.8,0.3998919307522328
270,0.37978711326493453
270.8,0.29080893391687923
271.6,0.3125423261196781
272.4,0.41598171621511393
273.2,0.3924089242274107
274.0,0.3660813255997114
274.8,0.23464265329983416
275.6,0.33010296139135753
276.4,0.2210035526648461
277.2,0.28795047332972057
278.0,0.31445119489039197
278.8,0.397761260993439
279.6,0.40030865466242116
280.4,0.28744089818215335
281.2,0.510168074472163
282.0,0.42747515127296765
282.8,0.3316410555324866
283.6,0.3240625006292676
284.4,0.4601096574762204
285.2,0.39011938182147476
286.0,0.3318539509161588
286.8,0.3166416207974736
287.6,0.21096218906670589
288.4,0.3099598186811984
289.2,0.4709443956631368
290.0,0.3176475377076825
290.8,0.4332924909927349
291.6,0.2837937946133915
292.4,0.5020857915290022
293.2,0.33479562979960314
294.0,0.416210285007119
294.8,0.3977677843183419
295.6,0.41013784908479795
296.4,0.4815219478029696
297.2,0.24368925527692537
298.0,0.4367724338742127
298.8,0.3157407122444196
299.6,0.24603032560366822
300,0.4081572043815864
300.8,0.3771855037770464
301.6,0.4060126709729771
302.4,0.44000133194195634
303.2,0.3956597929943246
304,0.3995239999753646
304.8,1.6056102376356955
306,3.4033990687735867
307,2.3965001782605655
307.8,2.2687681054238547
308.6,2.1828498930594336
309.4,2.1527894206645115
310.2,2.0381438112754457
311.0,2.0339547101629205
311.8,2.0156654883991525
312.6,2.025215687535521
313.4,1.9428260802861619
314.2,1.9736088578579203
315.0,1.9472905742392754
315.8,1.7967847336543803
317,1.623449405818109
317.8,1.8265874182960693
318.6,1.8268509778585
319.4,1.7713201792473137
320.2,1.7122638487330875
321.0,1.6842917592534068
322,1.5596222736822534
322.8,1.6412797293751666
323.6,1.810013647073246
324.4,1.6191340867540371
325.2,1.8748488722240861
326.0,1.630261545191264
327,1.8504617188531967
327.8,1.7980964975502234
328.6,1.7321164670210856
329.4,1.884212473984967
330.2,1.7908532569135442
331.0,1.7152288892567864
331.8,1.7861782954445482
332.6,1.7811589537468242
333.4,1.730159451463233
334.2,1.7729406518984892
335,1.721202531531968
335.8,1.6534434526910733
336.6,1.6040139629214059
337.4,1.5611816913752237
338.2,1.6770187319232732
339.0,1.7084467326132071
339.8,1.6294264203699713
340.6,1.7406034331877964
341.4,1.7255294224862543
342.2,1.5988785848718
343.0,1.6281133474782308
343.8,1.785145733595224
344.6,1.81957763903458
345.4,1.7376549402447607
346.2,1.6274205538046937
347.0,1.600100018825002
347.8,1.5751765656269527
348.6,1.8297134006568343
349.4,1.8069807517690375
350,1.552233207446786
350.8,1.5605334900524261
351.6,1.4448154527970918
352.4,1.433744869412987
353.2,1.2648322913343144
354.0,1.1679707902545953
355,1.1809688516448584
355.8,1.0364966374780409
356.6,0.9359516355869156
357.4,0.8862834158330787
358.2,0.9534283154461448
359.0,0.9541829722891156
360,0.8166337696278325
360.8,0.7899496170920669
361.6,0.7001578707121519
362.4,0.798545506983969
363.2,0.7240783015752827
364.0,0.5523196153313341
364.8,0.6391956635723155
365.6,0.6879623174829154
366.4,0.47784512971240634
367.2,0.5250531444567841
368.0,0.4808790433526498
368.8,0.48535538825130337
370,0.4608350329262546
370.8,0.38311914752836707
371.6,0.4146944451442748
372.4,0.4920144384261299
373.2,0.42095321516931483
374.0,0.3799758212569619
374.8,0.4529507631905441
375.6,0.3002567284486547
376.4,0.3583492698772482
377.2,0.49411701131771013
378.0,0.5102495425439122
378.8,0.3654427189773466
379.6,0.5289359901863312
380.4,0.41250929712005713
381.2,0.5840872510120307
382.0,0.39344289300261437
382.8,0.4183762875600163
383.6,0.4142094978411317
384.4,0.5679911624295351
385.2,0.5573430428310867
386.0,0.5894125496830267
386.8,0.46644480413869294
387.6,0.5677679484627771
388.4,0.496383592263711
389.2,0.42531093477755844
390.0,0.334834104453002
390.8,0.4590447217134312
391.6,0.28331242559867187
392.4,0.41593918862484136
393.2,0.39756763821120134
394.0,0.5669019171241245
394.8,0.5165166387407825
395.6,0.3468421280432048
396.4,0.41118610594751537
397.2,0.538521136873927
398.0,0.5763677581150718
398.8,0.3749884939086257
399.6,0.4912107357735416
400,0.5864988720957465
400.8,0.5149012459651755
401.6,0.5346753268162794
402.4,0.3643565840155314
403.2,0.5117008993627201
404,0.5666204729842268
404.8,1.6588963041902698
406,3.494300630584654
407,2.3496775163001877
407.8,2.246287265901754
408.6,2.2957969057288667
409.4,2.3154285806216706
410.2,2.2040901413887095
411.0,2.0684013603672806
411.8,2.0946693470402025
412.6,1.9999270460794596
413.4,1.9825491289112425
414.2,1.9091806644654297
415.0,1.8991049624459548
415.8,1.8143432246454378
417,1.7119479549178591
417.8,1.7715281016579711
418.6,1.7374070154315504
419.4,1.9366173398535442
420.2,1.766285288618096
421.0,1.7990599179385354
422,1.773113528693711
422.8,1.7188981779905947
423.6,1.7477924304377677
424.4,1.9379922966537826
425.2,1.9030449643091951
426.0,1.9353257673804711
427,2.0204186109834055
427.8,1.7616006108034823
428.6,1.739977393310512
429.4,1.9031709873827694
430.2,1.9417901501123367
431.0,1.7359720719351734
431.8,1.7845345354949442
432.6,1.7729147131440275
433.4,1.8290714482316355
434.2,1.8299005903527865
435,1.8745607357696161
435.8,1.775610258817205
436.6,1.7591394564362444
437.4,1.8756801871441244
438.2,1.7387915965783334
439.0,1.9021972605441742
439.8,1.6768538185148203
440.6,1.7925613013669726
441.4,1.7889476128974695
442.2,1.7047176148617915
443.0,1.709029771539018
443.8,1.8687137134167298
444.6,1.9049542255417977
445.4,1.8319842107567894
446.2,1.7393358971592274
447.0,1.7537285543807557
447.8,1.7140310737267355
448.6,1.6803752627077815
449.4,1.8543648669350647
450,1.6627439885047592
450.8,1.709125287274528
451.6,1.624686087048013
452.4,1.5519881902093386
453.2,1.384273251136806
454.0,1.3207647843604802
455,1.135129637182583
455.8,1.1116463441672453
456.6,1.133902369350622
457.4,0.9308298725363581
458.2,1.0433014909545812
459.0,0.8984212483200689
460,0.943440423949833
460.8,0.8385220004508426
461.6,0.8881534995976726
462.4,0.8435079827731495
463.2,0.7461560510927128
464.0,0.806910069791704
464.8,0.8027569515162136
465.6,0.6778728182033336
466.4,0.5156192513554995
467.2,0.5235181098613473
468.0,0.6440353365218312
468.8,0.52214997367348
470,0.3368240865475812
470.8,0.5356285188665975
471.6,0.4082254149624822
472.4,0.5603625332507906
473.2,0.4614500266918824
474.0,0.33571953777312347
474.8,0.6451391543090712
475.6,0.5356307869682915
476.4,0.44930415561540893
477.2,0.39384085009386116
478.0,0.5592147099605014
478.8,0.4360916937680313
479.6,0.639303252343256
480.4,0.6303976751818273
481.2,0.5113559306005449
482.0,0.5506738425940105
482.8,0.4404724173442578
483.6,0.6110605994448195
484.4,0.34877895334078834
485.2,0.4821585747703553
486.0,0.5447268258047512
486.8,0.40355628284745493
487.6,0.5565923629018035
488.4,0.5827912580055147
489.2,0.3936483197287273
490.0,0.37649141608863995
490.8,0.38189240341243325
491.6,0.5674681132435024
492.4,0.6213240554638843
493.2,0.5074745613333006
494.0,0.6359634147454465
494.8,0.43896537769580213
495.6,0.3783069363408984
496.4,0.6576438919735146
497.2,0.5302354617282715
498.0,0.6490056358186707
498.8,0.37622255086250134
499.6,0.3466888493439083
500,0.2679686456304573
500.8,0.538657243885202
501.6,0.4800792736798327
502.4,0.4817291126611838
503.2,0.6228541625149708
504,0.6916208220180277
504.8,1.7208062817460255
506,3.4828155967433267
507,2.3392217176067867
507.8,2.3673530936876266
508.6,2.2667790152443
509.4,2.346673913609252
510.2,2.341264488354477
511.0,2.1826079750000145
511.8,2.077419850092559
512.6,2.0440815134305943
513.4,2.0377442168991085
514.2,2.146538292616929
515.0,1.969630691018634
515.8,1.9194947807451557
517,1.9251691272922073
517.8,1.9235861708709006
518.6,1.8996769819125614
519.4,1.724148513551232
520.2,1.7397935669571907
521.0,1.8827236300238943
522,1.717296993098935
522.8,1.8391442706031558
523.6,1.7582774754048283
524.4,1.9655849401122103
525.2,1.8140359143414055
526.0,1.9742824379002801
527,1.681547841539297
527.8,1.9685788785905138
528.6,1.904730607013822
529.4,2.006403149272849
530.2,1.948022081157659
531.0,1.8444325298352646
531.8,1.9169001170410631
532.6,1.8743920367615308
533.4,1.695194340178237
534.2,1.7473922208923276
535,1.846938705457882
535.8,1.738934890384911
536.6,1.7622094185735622
537.4,1.8050848075617196
538.2,1.8759144572372006
539.0,1.8893578921817422
539.8,1.8213223594551848
540.6,1.7880710150000345
541.4,1.7257704383993004
542.2,1.919203447384842
543.0,1.6869265138622571
543.8,1.890537147095727
544.6,1.6628737927865629
545.4,1.714669701595048
546.2,1.8127733855827255
547.0,1.6833610816557436
547.8,1.9108384323482217
548.6,1.682907787209795
549.4,1.9414384413018049
550,1.9132561806553694
550.8,1.7007133030265502
551.6,1.5364023866926906
552.4,1.5376900515951901
553.2,1.3936694007215675
554.0,1.4270202201309712
555,1.2782624915053367
555.8,1.2313878723421592
556.6,1.1732910992123837
557.4,1.1175546147474655
558.2,1.1011044831874532
559.0,1.0143842086401151
560,0.728003642158171
560.8,0.931431035315879
561.6,0.7652279097839899
562.4,0.803225759311673
563.2,0.8127221849761735
564.0,0.672189959355615
564.8,0.7822681791100659
565.6,0.7367458265438853
566.4,0.5851388505953095
567.2,0.6757566831175063
568.0,0.5459913559402887
568.8,0.5235422788077033
570,0.5118706063856668
570.8,0.5488365727669751
571.6,0.41943247310062826
572.4,0.6412269737634282
573.2,0.4264258467024898
574.0,0.48255826356611475
574.8,0.36230156334947694
575.6,0.5184242942468675
576.4,0.467123613364009
577.2,0.5421173117708864
578.0,0.5059285387403657
578.8,0.5090899739395098
579.6,0.45131824003755305
580.4,0.4169126839038937
581.2,0.5653967271107759
582.0,0.40797573497174067
582.8,0.643639336190228
583.6,0.602895010116127
584.4,0.5405586105021747
585.2,0.3724575498469439
586.0,0.3539930465125271
586.8,0.6063356340640996
587.6,0.5562230629531605
588.4,0.34904677691977437
589.2,0.518346735947202
590.0,0.6427309443021519
590.8,0.501023038461419
591.6,0.40488404657939947
592.4,0.4692603932124635
593.2,0.45039374384211384
594.0,0.37578711037835266
594.8,0.5355919488915019
595.6,0.6638902862462621
596.4,0.41425002689023693
597.2,0.45201891038793707
598.0,0.5912028941042832
598.8,0.6159492966656422
599.6,0.6370052095857461
600,0.30391567501748795
600.8,0.5017582688998301
601.6,0.4640499199197604
602.4,0.6004173118612552
603.2,0.38499782566017415
604,0.613907526733953
604.8,1.702110650921283
606,3.449710342316092
607,2.451821933966788
607.8,2.4262028196509298
608.6,2.3299719878849205
609.4,2.38618225210002
610.2,2.1508089170332148
611.0,2.1552325328533546
611.8,2.1657511792426005
612.6,2.0687314010661453
613.4,2.016378965590601
614.2,2.0360139052152184
615.0,1.9716117977671852
615.8,2.006314063602037
617,1.8535745122680183
617.8,1.853258465063644
618.6,1.775377555764746
619.4,1.9789838589639288
620.2,1.8908818798453384
621.0,1.7896506237754783
622,1.8557881706830475
622.8,1.7855779810854542
623.6,1.9082501647775345
624.4,1.755838534544284
625.2,1.8853714985198273
626.0,1.9504564080625952
627,1.9977942142007326
627.8,1.9385353794947164
628.6,1.801817916376828
629.4,1.7587375296470238
630.2,1.890980581109467
631.0,1.9217116333198276
631.8,1.9942302367253715
632.6,1.951310512207622
633.4,1.813304519795525
634.2,1.935151792163047
635,1.8540911541077703
635.8,1.7585079143872633
636.6,1.8258300560014393
637.4,1.8750266471810468
638.2,1.6676702789279922
639.0,1.8393179651381848
639.8,1.706028661084559
640.6,1.8628068325325375
641.4,1.9229832353170304
642.2,1.9383568087557141
643.0,1.8100777134350332
643.8,1.7481346727890386
644.6,1.7469092586181096
645.4,1.7348710462361432
646.2,1.7359754181569271
647.0,1.8319669462532535
647.8,1.8714060076823515
648.6,1.8269159004560565
649.4,1.8441697985229086
650,2.0385799720577573
650.8,1.7493110842535824
651.6,1.6464660779949647
652.4,1.448283061116354
653.2,1.4576756615407898
654.0,1.3288141191862743
655,1.1875704848426984
655.8,1.128793531295445
656.6,1.0255331121789666
657.4,1.1515908642008654
658.2,1.039570747253028
659.0,0.8486287462462968
660,0.7578864236742039
660.8,0.8794118838460332
661.6,0.859696581480322
662.4,0.702607733064594
663.2,0.7662096603711218
664.0,0.8405611165415041
664.8,0.6241372997843773
665.6,0.6599874481070508
666.4,0.6728757016916183
667.2,0.5182410051388936
668.0,0.6887218667462836
668.8,0.49043761514187156
670,0.6421176278670385
670.8,0.41086409935886703
671.6,0.48685076304485353
672.4,0.36289372887611526
673.2,0.5119227189345066
674.0,0.37049860535760576
674.8,0.595974514906745
675.6,0.5942023814642129
676.4,0.5965252416414224
677.2,0.6630439569740294
678.0,0.5437328552961344
678.8,0.6019226183185059
679.6,0.5115861035380553
680.4,0.3750949718471425
681.2,0.35902534411492704
682.0,0.4410699721162854
682.8,0.4909564970335357
683.6,0.5679362342365577
684.4,0.49401708786542375
685.2,0.6229924218322824
686.0,0.5169868777562716
686.8,0.5802431837658144
687.6,0.49356060605234187
688.4,0.44451854666715807
689.2,0.6159306051689672
690.0,0.6279085059415168
690.8,0.3577197005749675
691.6,0.5092558298866466
692.4,0.5710191131657426
693.2,0.6216796122820456
694.0,0.6294349221679018
694.8,0.5616866612466088
695.6,0.35215081617323496
696.4,0.5557429536393206
697.2,0.544819218469593
698.0,0.6249271089165142
698.8,0.497414694449541
699.6,0.5307427217568025
700,0.48617460368972854
700.8,0.5062900022913478
701.6,0.4812136550724948
702.4,0.4695168172039582
703.2,0.49565953161619813
704,0.36880121323607773
704.8,1.7042042372233643
706,3.4663189870009097
707,2.2879301101382454
707.8,2.4096621717627267
708.6,2.283333874611662
709.4,2.2763203056069448
710.2,2.168381077132525
711.0,2.1167106910048306
711.8,2.2430950998278085
712.6,2.0327799171686074
713.4,2.027666358327854
714.2,1.988699427234629
715.0,2.0566717712388893
715.8,2.0109528740214415
717,1.9914401070861545
717.8,1.8205451492674303
718.6,1.9206281400211282
719.4,1.9026640484290112
720.2,1.9811772571779316
721.0,1.7413987615239488
722,1.6892640184409449
722.8,1.830137236592583
723.6,1.9405859881465413
724.4,1.8200940505778236
725.2,1.7851226266558826
726.0,2.01488113689569
727,2.0989592141536884
727.8,1.8546583447291778
728.6,1.8675011831803356
729.4,1.9396797680485458
730.2,1.884844825386601
731.0,1.8739332310081755
731.8,1.866078215101656
732.6,1.7522427899142747
733.4,1.8281653358778274
734.2,1.927933923366687
735,1.800340152694681
735.8,1.8473051075546294
736.6,1.7808111316695758
737.4,1.7204719065225145
738.2,1.8490054471864679
739.0,1.7129894754546133
739.8,1.7814447683857857
740.6,1.9586145704510252
741.4,1.67399767229859
742.2,1.689699121810422
743.0,1.7007190066629003
743.8,1.9323591083194807
744.6,1.85143503080816
745.4,1.835894803944666
746.2,1.9400332027607197
747.0,1.7686908001367119
747.8,1.719055042510252
748.6,1.8717581933038463
749.4,1.6800597436673903
750,1.8338815865972482
750.8,1.6789308779832914
751.6,1.631035521480763
752.4,1.424407758528753
753.2,1.5180602413583235
754.0,1.3697880980079362
755,1.3223283722122265
755.8,1.1942881030584938
756.6,1.0205268720269942
757.4,1.1352749409045357
758.2,0.967869916707545
759.0,0.870109118857257
760,1.051629911259984
760.8,0.9245266841276011
761.6,0.9329299250242603
762.4,0.8441270345238676
763.2,0.8320173195363757
764.0,0.7231207115937383
764.8,0.6755027792493136
765.6,0.6018543632527632
766.4,0.5811994093454287
767.2,0.699516682234317
768.0,0.5324262034755505
768.8,0.5123520092499088
770,0.5600875582653961
770.8,0.4499769342809636
771.6,0.5866295590557531
772.4,0.5038856222463491
773.2,0.6239886149064697
774.0,0.41078575470199746
774.8,0.6126541811438151
775.6,0.3588649605277082
776.4,0.4625788919483834
777.2,0.6045407230287567
778.0,0.5442230955854219
778.8,0.539438346809061
779.6,0.6313950438088601
780.4,0.6538721990422437
781.2,0.5774295070734958
782.0,0.35115963920599574
782.8,0.35828925727102034
783.6,0.6026262890781188
784.4,0.5575248748632612
785.2,0.573874578372977
786.0,0.4720143171853375
786.8,0.5670329467822284
787.6,0.35322010453677666
788.4,0.6439243277535636
789.2,0.4561762674907649
790.0,0.5893572399556163
790.8,0.4290299113846928
791.6,0.6631631570428774
792.4,0.48648670690410145
793.2,0.5114894926123763
794.0,0.6087785323569866
794.8,0.6249518602679073
795.6,0.360281382895998
796.4,0.5345464895293885
797.2,0.5652001094508919
798.0,0.4521515133247591
798.8,0.6036386429513917
799.6,0.6607806547086463
800,0.6819605813969202
800.8,0.4885661359664538
801.6,0.39121073158309083
802.4,0.37953692646712034
803.2,0.43914124572013086
804,0.6782964428958885
804.8,1.7261097123540488
806,3.4932939675447203
807,2.297406595322814
807.8,2.3276941081561118
808.6,2.298238301685731
809.4,2.2155694671010338
810.2,2.1753413976828635
811.0,2.305479514431722
811.8,2.1881681244186426
812.6,2.0525002233679266
813.4,2.1179113280536157
814.2,1.981649843403648
815.0,1.9776925169046795
815.8,1.8857394046509401
817,2.0610529681819565
817.8,1.9486259758441056
818.6,1.9593232550141229
819.4,1.9388594331619735
820.2,1.7561897201837533
821.0,1.8060475554764457
822,1.8172874990301833
822.8,1.8964637178073933
823.6,1.9228796711891858
824.4,1.8309983569322092
825.2,1.849893938587551
826.0,1.8969023359216788
827,1.7014231503229822
827.8,1.9012201605191081
828.6,1.9917337327383515
829.4,1.7674005228810967
830.2,1.9895377499177562
831.0,1.873674317913184
831.8,1.8371948051905667
832.6,1.9232372858076698
833.4,1.7995806599686641
834.2,1.7103685543674156
835,1.7472652588208102
835.8,1.8093139837641994
836.6,1.7045135040058745
837.4,1.7330467839249042
838.2,1.8351039055935874
839.0,1.8769168428491314
839.8,1.7789433205084915
840.6,1.6515872985146456
841.4,1.7480495727121874
842.2,1.6743566728214139
843.0,1.9552258771859603
843.8,1.791448685090701
844.6,1.8772692656872214
845.4,1.921568475292883
846.2,1.9622470829064842
847.0,1.6878226308939657
847.8,1.934247606635971
848.6,1.7564827824533957
849.4,1.9131187553168585
850,1.908305263939993
850.8,1.7577506180158626
851.6,1.6213098001443356
852.4,1.5072283031673142
853.2,1.3925578521642974
854.0,1.3475875036181428
855,1.2770718532516256
855.8,1.1058189829288447
856.6,1.2098563579196882
857.4,0.9738258198327503
858.2,1.0472433183412935
859.0,1.0595898689233327
860,0.9192568864626598
860.8,0.8048485275683442
861.6,0.8116191787499519
862.4,0.8584746962780384
863.2,0.8594701064156409
864.0,0.7982659937279647
864.8,0.7679675551079383
865.6,0.7231767900939335
866.4,0.5681890497879911
867.2,0.5256373639182457
868.0,0.5753144996113033
868.8,0.5278114548164894
870,0.4367836570318746
870.8,0.5898398736384748
871.6,0.40928006789560634
872.4,0.4991859733518724
873.2,0.5864424973744127
874.0,0.37979348787764217
874.8,0.6075089720193381
875.6,0.5514759480209251
876.4,0.61512941645592
877.2,0.6174393146182287
878.0,0.5508085349673274
878.8,0.6204439317777019
879.6,0.5227107072290602
880.4,0.4372926675278596
881.2,0.3708917655603464
882.0,0.46436824898899687
882.8,0.5923448193777097
883.6,0.39923307381874096
884.4,0.6563894646232327
885.2,0.6440478919855607
886.0,0.6216768965038156
886.8,0.4888432268511741
887.6,0.3576493788985994
888.4,0.5584964925272891
889.2,0.433698915006425
890.0,0.37900496964716757
890.8,0.44251120400093635
891.6,0.6078479279853535
892.4,0.5824672722156131
893.2,0.46808464876802136
894.0,0.4439344029567919
894.8,0.38549569589518196
895.6,0.50931748810392
896.4,0.566090513239335
897.2,0.47794164872905687
898.0,0.598673787133437
898.8,0.34737480876856464
899.6,0.4106686109617502
