Timestamp,Sensor ID,Pressure Reading (Pa),Operational Status,Last Maintenance Date,Ambient Temperature,Vibration Level,Sensor Model,Last Calibration Date,Error Code
2023-01-01 23:00:00,PS205,97911.1030114913,Working,2022-10-12 23:00:00,19.61235758428369,Low,PS-L4,2022-09-05 23:00:00,NA
2023-01-02 00:00:00,PS205,100262.86524757229,Working,2022-11-30 00:00:00,22.039852706457864,Medium,PS-L4,2022-10-09 00:00:00,NA
2023-01-02 01:00:00,PS205,104325.11610667888,Working,2022-08-03 01:00:00,22.135059367845805,High,PS-L4,2022-09-02 01:00:00,NA
2023-01-02 02:00:00,PS205,105624.79795413888,Working,2022-10-13 02:00:00,19.995617694076753,Medium,PS-L4,2022-10-21 02:00:00,E202
2023-01-02 03:00:00,PS205,101380.14750234935,Working,2022-08-19 03:00:00,18.92752731389331,Low,PS-L4,2022-08-01 03:00:00,NA
2023-01-02 04:00:00,PS205,103450.01538472202,Working,2022-07-11 04:00:00,22.7669930473517,Low,PS-L4,2022-07-15 04:00:00,NA
2023-01-02 05:00:00,PS205,101241.16466384902,Down,2022-11-19 05:00:00,19.507974478231883,Low,PS-L4,2022-10-25 05:00:00,NA
2023-01-02 06:00:00,PS205,105019.70086986735,Needs Maintenance,2022-08-04 06:00:00,23.466095596580054,Medium,PS-L4,2022-09-01 06:00:00,NA
2023-01-02 07:00:00,PS205,100206.02196696155,Working,2022-11-27 07:00:00,24.369761664575044,Low,PS-L4,2022-11-01 07:00:00,NA
2023-01-02 08:00:00,PS205,107880.33931004153,Working,2022-07-13 08:00:00,21.28737109130223,Medium,PS-L4,2022-11-15 08:00:00,NA
2023-01-02 09:00:00,PS205,106827.07106507414,Needs Maintenance,2022-07-26 09:00:00,19.603353431181866,Medium,PS-L4,2022-09-14 09:00:00,NA
2023-01-02 10:00:00,PS205,97950.28057019712,Working,2022-09-05 10:00:00,23.464549496845805,Medium,PS-L4,2022-07-11 10:00:00,E203
2023-01-02 11:00:00,PS205,113858.30548587334,Working,2022-09-24 11:00:00,18.582372021661385,Low,PS-L4,2022-11-22 11:00:00,NA
2023-01-02 12:00:00,PS205,105131.06145706335,Working,2022-10-11 12:00:00,21.7026507678783,High,PS-L4,2022-09-23 12:00:00,NA
2023-01-02 13:00:00,PS205,100433.24555448453,Needs Maintenance,2022-10-03 13:00:00,21.118963304615114,Low,PS-L4,2022-07-19 13:00:00,E201
2023-01-02 14:00:00,PS205,107098.15081733366,Down,2022-09-13 14:00:00,20.697792340911356,Medium,PS-L4,2022-08-05 14:00:00,NA
2023-01-02 15:00:00,PS205,97390.53364484456,Working,2022-08-24 15:00:00,20.486378790363645,High,PS-L4,2022-11-24 15:00:00,NA
2023-01-02 16:00:00,PS205,106775.3971470581,Working,2022-08-07 16:00:00,24.724288275194297,Medium,PS-L4,2022-11-28 16:00:00,NA
2023-01-02 17:00:00,PS205,106120.7202530922,Working,2022-11-12 17:00:00,18.82155380706486,Low,PS-L4,2022-10-04 17:00:00,NA
2023-01-02 18:00:00,PS205,96525.14661842305,Working,2022-11-05 18:00:00,22.15213078252985,High,PS-L4,2022-07-11 18:00:00,NA
2023-01-02 19:00:00,PS205,99539.20550197788,Needs Maintenance,2022-09-14 19:00:00,18.383892094867534,Medium,PS-L4,2022-08-11 19:00:00,NA
2023-01-02 20:00:00,PS205,108783.01262158004,Working,2022-11-17 20:00:00,21.600905327243055,Low,PS-L4,2022-08-01 20:00:00,NA
2023-01-02 21:00:00,PS205,103656.97420610796,Working,2022-11-21 21:00:00,21.346452136676213,Low,PS-L4,2022-10-23 21:00:00,NA
2023-01-02 22:00:00,PS205,105317.10379596772,Needs Maintenance,2022-07-15 22:00:00,20.562760384359144,Medium,PS-L4,2022-09-04 22:00:00,NA
2023-01-02 23:00:00,PS205,100218.39917875791,Working,2022-08-22 23:00:00,22.669670863318892,Low,PS-L4,2022-10-02 23:00:00,NA
2023-01-03 00:00:00,PS205,97865.2193742679,Working,2022-11-24 00:00:00,20.01978782089338,Medium,PS-L4,2022-10-28 00:00:00,NA
2023-01-03 01:00:00,PS205,102171.9873041472,Working,2022-09-06 01:00:00,24.835102068340937,Low,PS-L4,2022-11-07 01:00:00,NA
2023-01-03 02:00:00,PS205,90534.05883369513,Working,2022-09-11 02:00:00,18.695571854008847,Low,PS-L4,2022-09-07 02:00:00,NA
2023-01-03 03:00:00,PS205,98724.61025579096,Working,2022-10-21 03:00:00,22.761066860527603,Low,PS-L4,2022-08-15 03:00:00,NA
2023-01-03 04:00:00,PS205,118901.3912477733,Working,2022-08-12 04:00:00,20.54267552843018,Low,PS-L4,2022-10-31 04:00:00,NA
2023-01-03 05:00:00,PS205,108214.23553947006,Working,2022-10-13 05:00:00,18.29932459088855,Low,PS-L4,2022-08-08 05:00:00,NA
2023-01-03 06:00:00,PS205,100806.56571185194,Working,2022-08-12 06:00:00,19.850187717457505,Low,PS-L4,2022-11-09 06:00:00,NA
2023-01-03 07:00:00,PS205,95876.10865984169,Working,2022-08-01 07:00:00,23.864295908629337,Low,PS-L4,2022-11-12 07:00:00,NA
2023-01-03 08:00:00,PS205,108266.32056558697,Working,2022-07-11 08:00:00,20.627766891369692,Low,PS-L4,2022-08-05 08:00:00,NA
2023-01-03 09:00:00,PS205,105800.76508412768,Working,2022-12-04 09:00:00,21.005595171691443,High,PS-L4,2022-09-18 09:00:00,NA
2023-01-03 10:00:00,PS205,108818.63921245637,Working,2022-08-14 10:00:00,21.48666810885891,High,PS-L4,2022-10-30 10:00:00,NA
2023-01-03 11:00:00,PS205,99511.70009789128,Working,2022-11-09 11:00:00,18.428406834082384,High,PS-L4,2022-11-05 11:00:00,NA
2023-01-03 12:00:00,PS205,109070.67888356502,Working,2022-08-25 12:00:00,21.609193199594184,Low,PS-L4,2022-11-26 12:00:00,NA
2023-01-03 13:00:00,PS205,98898.58450557505,Working,2022-07-10 13:00:00,22.474346596465665,Medium,PS-L4,2022-12-04 13:00:00,NA
2023-01-03 14:00:00,PS205,101295.08076199144,Working,2022-09-04 14:00:00,24.75024039871219,Low,PS-L4,2022-10-24 14:00:00,NA
2023-01-03 15:00:00,PS205,125310.4937755637,Working,2022-10-31 15:00:00,18.28357012861692,Low,PS-L4,2022-10-17 15:00:00,NA
2023-01-03 16:00:00,PS205,109985.45605424554,Working,2022-07-27 16:00:00,19.655153832235992,Low,PS-L4,2022-10-04 16:00:00,NA
2023-01-03 17:00:00,PS205,112754.51211796358,Working,2022-12-03 17:00:00,19.706005064056924,Low,PS-L4,2022-08-30 17:00:00,NA
2023-01-03 18:00:00,PS205,104806.8959742094,Working,2022-08-02 18:00:00,21.5006218764645,Low,PS-L4,2022-10-30 18:00:00,NA
2023-01-03 19:00:00,PS205,106777.08891964573,Working,2022-09-09 19:00:00,21.036615116934104,Medium,PS-L4,2022-10-23 19:00:00,NA
2023-01-03 20:00:00,PS205,97141.0911555214,Needs Maintenance,2022-10-31 20:00:00,24.91517845737172,Low,PS-L4,2022-09-27 20:00:00,NA
2023-01-03 21:00:00,PS205,114174.192769755,Working,2022-08-11 21:00:00,19.692057842848016,High,PS-L4,2022-07-08 21:00:00,NA
2023-01-03 22:00:00,PS205,119699.33428955551,Working,2022-11-21 22:00:00,22.489886627241578,Medium,PS-L4,2022-11-04 22:00:00,NA
2023-01-03 23:00:00,PS205,101003.04959716237,Needs Maintenance,2022-11-04 23:00:00,24.668231906472215,Low,PS-L4,2022-10-09 23:00:00,NA
2023-01-04 00:00:00,PS205,113319.42512268515,Working,2022-07-24 00:00:00,22.160580683203506,Low,PS-L4,2022-10-18 00:00:00,E201
2023-01-04 01:00:00,PS205,108724.41075213595,Working,2022-10-02 01:00:00,22.538442292602006,Low,PS-L4,2022-10-07 01:00:00,NA
2023-01-04 02:00:00,PS205,107150.20424228301,Working,2022-11-23 02:00:00,23.856717029217567,Medium,PS-L4,2022-08-02 02:00:00,E202
2023-01-04 03:00:00,PS205,112751.47193569662,Working,2022-10-30 03:00:00,22.028002979684345,Low,PS-L4,2022-12-05 03:00:00,NA
2023-01-04 04:00:00,PS205,103984.65430288627,Working,2022-11-17 04:00:00,20.81234051331497,Low,PS-L4,2022-07-27 04:00:00,NA
2023-01-04 05:00:00,PS205,108831.84089409027,Working,2022-09-26 05:00:00,20.30050628449582,Low,PS-L4,2022-11-02 05:00:00,NA
2023-01-04 06:00:00,PS205,109544.7938688033,Working,2022-10-05 06:00:00,20.03466018580603,Low,PS-L4,2022-09-10 06:00:00,NA
2023-01-04 07:00:00,PS205,105950.3939872762,Working,2022-11-02 07:00:00,21.063177695461505,Medium,PS-L4,2022-10-04 07:00:00,NA
2023-01-04 08:00:00,PS205,100609.8898370153,Working,2022-11-19 08:00:00,18.592161446968404,Low,PS-L4,2022-07-24 08:00:00,E201
2023-01-04 09:00:00,PS205,102295.182867489,Needs Maintenance,2022-08-02 09:00:00,22.53497262135175,Medium,PS-L4,2022-08-05 09:00:00,NA
2023-01-04 10:00:00,PS205,95828.21097025469,Working,2022-10-28 10:00:00,19.257974660067504,Low,PS-L4,2022-11-14 10:00:00,NA
2023-01-04 11:00:00,PS205,107199.90385456347,Working,2022-11-24 11:00:00,23.496806193223907,Medium,PS-L4,2022-07-21 11:00:00,NA
2023-01-04 12:00:00,PS205,100035.60181337394,Working,2022-09-23 12:00:00,24.97112647436996,Low,PS-L4,2022-10-04 12:00:00,NA
2023-01-04 13:00:00,PS205,111473.70394825804,Down,2022-09-10 13:00:00,18.539388615110184,Low,PS-L4,2022-10-15 13:00:00,NA
2023-01-04 14:00:00,PS205,108086.51443542709,Working,2022-09-24 14:00:00,23.440306122756713,High,PS-L4,2022-11-30 14:00:00,NA
2023-01-04 15:00:00,PS205,101058.4924741928,Down,2022-11-29 15:00:00,23.857805686296967,Low,PS-L4,2022-09-13 15:00:00,NA
2023-01-04 16:00:00,PS205,106952.78981287655,Needs Maintenance,2022-09-17 16:00:00,20.601344583627665,Medium,PS-L4,2022-11-24 16:00:00,NA
2023-01-04 17:00:00,PS205,105322.74530519852,Working,2022-08-12 17:00:00,24.14563424767677,High,PS-L4,2022-07-22 17:00:00,NA
2023-01-04 18:00:00,PS205,99760.57757457317,Working,2022-09-05 18:00:00,19.29230253803162,Low,PS-L4,2022-10-01 18:00:00,NA
2023-01-04 19:00:00,PS205,96771.13144845702,Needs Maintenance,2022-11-16 19:00:00,21.80438260183887,High,PS-L4,2022-07-28 19:00:00,NA
2023-01-04 20:00:00,PS205,95541.31552179597,Working,2022-08-19 20:00:00,24.825807308050837,High,PS-L4,2022-08-10 20:00:00,NA
2023-01-04 21:00:00,PS205,102821.91939095264,Working,2022-08-28 21:00:00,19.20098911268241,Low,PS-L4,2022-09-14 21:00:00,NA
2023-01-04 22:00:00,PS205,110741.78359334468,Needs Maintenance,2022-08-29 22:00:00,19.64196912475976,Low,PS-L4,2022-08-04 22:00:00,NA
2023-01-04 23:00:00,PS205,104488.1717550383,Working,2022-07-29 23:00:00,22.73048456980539,Low,PS-L4,2022-10-05 23:00:00,NA
2023-01-05 00:00:00,PS205,102603.6005886559,Working,2022-09-02 00:00:00,22.046402184329665,Low,PS-L4,2022-10-21 00:00:00,NA
2023-01-05 01:00:00,PS205,104726.63079097019,Working,2022-11-20 01:00:00,22.10902936080545,Medium,PS-L4,2022-07-12 01:00:00,NA
2023-01-05 02:00:00,PS205,98538.196451792,Working,2022-08-29 02:00:00,21.467615052876624,High,PS-L4,2022-09-25 02:00:00,NA
2023-01-05 03:00:00,PS205,100906.36186511815,Working,2022-11-21 03:00:00,18.29571556290249,High,PS-L4,2022-10-08 03:00:00,NA
2023-01-05 04:00:00,PS205,112299.19726157027,Working,2022-07-14 04:00:00,22.579399036673955,Low,PS-L4,2022-08-11 04:00:00,NA
2023-01-05 05:00:00,PS205,116050.82650178265,Working,2022-12-05 05:00:00,21.19358112834166,High,PS-L4,2022-09-01 05:00:00,NA
2023-01-05 06:00:00,PS205,94848.26258204017,Working,2022-11-21 06:00:00,18.965568269346672,Medium,PS-L4,2022-11-06 06:00:00,NA
2023-01-05 07:00:00,PS205,100579.01633347278,Working,2022-07-18 07:00:00,23.83197124108867,Medium,PS-L4,2022-11-22 07:00:00,NA
2023-01-05 08:00:00,PS205,106860.61157497273,Working,2022-12-03 08:00:00,21.165566119850283,High,PS-L4,2022-09-08 08:00:00,NA
2023-01-05 09:00:00,PS205,94053.15484735066,Working,2022-07-25 09:00:00,18.32604631120801,Medium,PS-L4,2022-09-07 09:00:00,E202
2023-01-05 10:00:00,PS205,97554.70319428078,Working,2022-12-06 10:00:00,22.01559480214416,Low,PS-L4,2022-09-09 10:00:00,E202
2023-01-05 11:00:00,PS205,110246.03336555246,Working,2022-10-22 11:00:00,20.424541985375477,High,PS-L4,2022-10-08 11:00:00,E201
2023-01-05 12:00:00,PS205,105789.26813569828,Working,2022-07-29 12:00:00,18.793715848964833,Low,PS-L4,2022-11-24 12:00:00,NA
2023-01-05 13:00:00,PS205,107421.78209944753,Working,2022-11-10 13:00:00,22.35393532846719,Medium,PS-L4,2022-07-20 13:00:00,E202
2023-01-05 14:00:00,PS205,103117.76950117153,Working,2022-10-06 14:00:00,23.497711373716683,High,PS-L4,2022-09-05 14:00:00,NA
2023-01-05 15:00:00,PS205,101470.201128482,Working,2022-08-14 15:00:00,24.429668120429564,Medium,PS-L4,2022-07-20 15:00:00,NA
2023-01-05 16:00:00,PS205,103091.41162898245,Working,2022-10-16 16:00:00,22.557198330575076,Low,PS-L4,2022-09-01 16:00:00,E203
2023-01-05 17:00:00,PS205,96816.69029560937,Working,2022-08-06 17:00:00,20.614116608805823,Low,PS-L4,2022-11-16 17:00:00,NA
2023-01-05 18:00:00,PS205,104144.55917942192,Working,2022-11-01 18:00:00,23.949023441471727,Low,PS-L4,2022-11-22 18:00:00,NA
2023-01-05 19:00:00,PS205,107552.52544254434,Working,2022-10-12 19:00:00,19.57271751086222,Low,PS-L4,2022-09-19 19:00:00,NA
2023-01-05 20:00:00,PS205,106706.25681523298,Working,2022-07-16 20:00:00,22.418428023387584,Medium,PS-L4,2022-08-25 20:00:00,NA
2023-01-05 21:00:00,PS205,108212.69735187087,Working,2022-08-07 21:00:00,20.584651402374053,Low,PS-L4,2022-11-05 21:00:00,NA
2023-01-05 22:00:00,PS205,101798.15365719404,Working,2022-10-02 22:00:00,20.404384753964415,Low,PS-L4,2022-09-19 22:00:00,NA
2023-01-05 23:00:00,PS205,98775.39781680812,Needs Maintenance,2022-11-18 23:00:00,24.136194286987525,Medium,PS-L4,2022-08-18 23:00:00,NA
2023-01-06 00:00:00,PS205,96984.33417064727,Working,2022-11-24 00:00:00,19.69788080295975,Low,PS-L4,2022-08-12 00:00:00,NA
2023-01-06 01:00:00,PS205,105771.61169787726,Working,2022-09-25 01:00:00,23.611721724132938,Low,PS-L4,2022-12-03 01:00:00,NA
2023-01-06 02:00:00,PS205,101709.15952442425,Needs Maintenance,2022-11-25 02:00:00,19.26995751812254,Low,PS-L4,2022-10-05 02:00:00,NA
2023-01-06 03:00:00,PS205,104022.97635137272,Working,2022-08-11 03:00:00,21.24604199259198,Low,PS-L4,2022-08-11 03:00:00,NA
2023-01-06 04:00:00,PS205,99121.5876404369,Working,2022-09-24 04:00:00,24.461988232667764,Low,PS-L4,2022-07-15 04:00:00,NA
2023-01-06 05:00:00,PS205,98057.37982704864,Working,2022-11-28 05:00:00,19.0706324878615,Medium,PS-L4,2022-09-03 05:00:00,NA
2023-01-06 06:00:00,PS205,102756.87630204091,Working,2022-10-18 06:00:00,21.789499433214598,High,PS-L4,2022-08-21 06:00:00,NA
2023-01-06 07:00:00,PS205,105196.64243771612,Working,2022-08-08 07:00:00,21.35190882485844,Low,PS-L4,2022-11-07 07:00:00,NA
2023-01-06 08:00:00,PS205,108870.51832224532,Working,2022-07-30 08:00:00,20.230682263945994,Low,PS-L4,2022-07-29 08:00:00,NA
2023-01-06 09:00:00,PS205,104861.48883188267,Working,2022-08-12 09:00:00,19.901535743782254,Low,PS-L4,2022-08-15 09:00:00,E203
2023-01-06 10:00:00,PS205,106471.96423561285,Working,2022-10-13 10:00:00,21.89075531069402,Low,PS-L4,2022-09-06 10:00:00,E203
2023-01-06 11:00:00,PS205,99548.78250382382,Needs Maintenance,2022-11-27 11:00:00,18.18252231650553,Low,PS-L4,2022-10-17 11:00:00,NA
2023-01-06 12:00:00,PS205,100030.36184359375,Working,2022-09-25 12:00:00,22.35767470533101,High,PS-L4,2022-11-20 12:00:00,NA
2023-01-06 13:00:00,PS205,112349.41432594408,Working,2022-10-30 13:00:00,18.71532411727721,Medium,PS-L4,2022-08-03 13:00:00,NA
2023-01-06 14:00:00,PS205,107682.74460960335,Working,2022-11-03 14:00:00,18.881324345604863,Low,PS-L4,2022-09-17 14:00:00,NA
2023-01-06 15:00:00,PS205,111252.81578007797,Working,2022-08-11 15:00:00,21.38667487878871,Low,PS-L4,2022-07-31 15:00:00,NA
2023-01-06 16:00:00,PS205,102238.4154180732,Down,2022-09-21 16:00:00,18.226572325712944,Low,PS-L4,2022-09-28 16:00:00,NA
2023-01-06 17:00:00,PS205,108417.41382437346,Working,2022-12-02 17:00:00,21.83063401807949,Low,PS-L4,2022-10-31 17:00:00,NA
2023-01-06 18:00:00,PS205,109267.27633729353,Working,2022-09-11 18:00:00,24.978655427322924,Low,PS-L4,2022-10-25 18:00:00,NA
2023-01-06 19:00:00,PS205,102069.61401634621,Working,2022-11-27 19:00:00,23.54232188687297,Low,PS-L4,2022-12-02 19:00:00,NA
2023-01-06 20:00:00,PS205,106690.9942106634,Needs Maintenance,2022-08-05 20:00:00,23.074937265882923,Medium,PS-L4,2022-09-03 20:00:00,E201
2023-01-06 21:00:00,PS205,108884.84740051704,Working,2022-08-02 21:00:00,20.092506938398905,Low,PS-L4,2022-09-05 21:00:00,E202
2023-01-06 22:00:00,PS205,111076.61879067885,Working,2022-11-05 22:00:00,21.034603442384835,High,PS-L4,2022-07-28 22:00:00,NA
2023-01-06 23:00:00,PS205,103673.55645673079,Working,2022-09-20 23:00:00,18.344262901898805,Medium,PS-L4,2022-07-29 23:00:00,NA
2023-01-07 00:00:00,PS205,103236.07931246897,Needs Maintenance,2022-07-15 00:00:00,23.60520928304409,Medium,PS-L4,2022-07-13 00:00:00,NA
2023-01-07 01:00:00,PS205,108744.50432442749,Working,2022-11-26 01:00:00,24.97427556732,Low,PS-L4,2022-11-12 01:00:00,NA
2023-01-07 02:00:00,PS205,108001.42334595221,Working,2022-07-12 02:00:00,21.08123237150231,Medium,PS-L4,2022-09-26 02:00:00,E201
2023-01-07 03:00:00,PS205,104614.98864843491,Down,2022-08-19 03:00:00,18.526335231781577,Low,PS-L4,2022-12-07 03:00:00,NA
2023-01-07 04:00:00,PS205,111174.81294908063,Working,2022-12-06 04:00:00,18.756342692558007,Low,PS-L4,2022-08-09 04:00:00,E203
2023-01-07 05:00:00,PS205,102415.81737778164,Working,2022-08-12 05:00:00,18.762296793330968,Low,PS-L4,2022-09-16 05:00:00,NA
2023-01-07 06:00:00,PS205,96327.9875170298,Working,2022-10-08 06:00:00,18.3876292601561,Low,PS-L4,2022-09-19 06:00:00,NA
2023-01-07 07:00:00,PS205,100728.78258321446,Working,2022-11-12 07:00:00,22.490554913861946,Medium,PS-L4,2022-10-04 07:00:00,NA
2023-01-07 08:00:00,PS205,104393.42154000704,Working,2022-08-21 08:00:00,18.75795140980782,Medium,PS-L4,2022-10-29 08:00:00,NA
2023-01-07 09:00:00,PS205,108041.08959867686,Working,2022-11-01 09:00:00,18.238472486698736,Low,PS-L4,2022-08-11 09:00:00,NA
2023-01-07 10:00:00,PS205,102016.16342648152,Working,2022-10-10 10:00:00,20.67074411571268,Low,PS-L4,2022-08-29 10:00:00,NA
2023-01-07 11:00:00,PS205,105025.08654126951,Needs Maintenance,2022-07-30 11:00:00,22.560956695888834,Low,PS-L4,2022-09-09 11:00:00,E201
2023-01-07 12:00:00,PS205,108779.54970932547,Working,2022-12-05 12:00:00,24.982179860410447,High,PS-L4,2022-08-05 12:00:00,E202
2023-01-07 13:00:00,PS205,110538.14324162084,Working,2022-09-12 13:00:00,18.565688521272826,Low,PS-L4,2022-09-19 13:00:00,NA
2023-01-07 14:00:00,PS205,94998.50364705645,Working,2022-08-25 14:00:00,19.5193045770022,Medium,PS-L4,2022-10-13 14:00:00,NA
2023-01-07 15:00:00,PS205,104474.5692953525,Working,2022-09-02 15:00:00,21.168480266657063,Low,PS-L4,2022-09-19 15:00:00,NA
2023-01-07 16:00:00,PS205,106389.67690101147,Working,2022-08-05 16:00:00,24.421077286451272,Low,PS-L4,2022-11-26 16:00:00,NA
2023-01-07 17:00:00,PS205,109674.79526544822,Working,2022-12-04 17:00:00,19.726956397753668,Low,PS-L4,2022-09-02 17:00:00,E201
2023-01-07 18:00:00,PS205,109064.4922153295,Working,2022-09-13 18:00:00,18.234929639428234,Low,PS-L4,2022-08-23 18:00:00,NA
2023-01-07 19:00:00,PS205,108633.282317339,Working,2022-10-17 19:00:00,23.420638108465788,Low,PS-L4,2022-10-27 19:00:00,NA
2023-01-07 20:00:00,PS205,107780.68849215572,Needs Maintenance,2022-09-05 20:00:00,23.45044306483578,Low,PS-L4,2022-11-30 20:00:00,NA
2023-01-07 21:00:00,PS205,95528.61676232824,Working,2022-08-22 21:00:00,20.23482148561721,Medium,PS-L4,2022-10-25 21:00:00,NA
2023-01-07 22:00:00,PS205,106960.54495507955,Needs Maintenance,2022-12-05 22:00:00,20.68380760996484,High,PS-L4,2022-09-21 22:00:00,NA
2023-01-07 23:00:00,PS205,103026.79331908615,Working,2022-07-13 23:00:00,23.453267198916723,High,PS-L4,2022-09-26 23:00:00,NA
2023-01-08 00:00:00,PS205,101760.60058179092,Working,2022-09-29 00:00:00,19.265890800897353,Low,PS-L4,2022-07-26 00:00:00,E202
2023-01-08 01:00:00,PS205,107201.36080830701,Working,2022-09-02 01:00:00,22.894341675756362,Low,PS-L4,2022-09-14 01:00:00,NA
2023-01-08 02:00:00,PS205,100384.67385714408,Working,2022-10-21 02:00:00,21.425696005548023,Medium,PS-L4,2022-12-07 02:00:00,NA
2023-01-08 03:00:00,PS205,99480.80342882745,Needs Maintenance,2022-08-27 03:00:00,19.619573838754825,Medium,PS-L4,2022-11-07 03:00:00,NA
2023-01-08 04:00:00,PS205,103833.99489504425,Working,2022-10-26 04:00:00,18.866379033095587,Low,PS-L4,2022-08-02 04:00:00,E203
2023-01-08 05:00:00,PS205,102570.41373345129,Working,2022-11-01 05:00:00,18.755251171531665,Low,PS-L4,2022-07-19 05:00:00,NA
2023-01-08 06:00:00,PS205,104948.05466935753,Needs Maintenance,2022-09-10 06:00:00,19.449221017950066,High,PS-L4,2022-09-29 06:00:00,NA
2023-01-08 07:00:00,PS205,103444.45809505305,Working,2022-08-27 07:00:00,20.95698646463726,Medium,PS-L4,2022-11-01 07:00:00,NA
2023-01-08 08:00:00,PS205,105289.07253212068,Working,2022-07-30 08:00:00,20.448863984244156,Medium,PS-L4,2022-09-08 08:00:00,NA
2023-01-08 09:00:00,PS205,105039.53800526599,Working,2022-07-30 09:00:00,23.9188017260685,Low,PS-L4,2022-08-25 09:00:00,NA
2023-01-08 10:00:00,PS205,107892.61268181703,Working,2022-11-28 10:00:00,21.805507561231025,Low,PS-L4,2022-10-23 10:00:00,NA
2023-01-08 11:00:00,PS205,95544.88847440707,Working,2022-10-23 11:00:00,21.656161660724788,Low,PS-L4,2022-09-12 11:00:00,NA
2023-01-08 12:00:00,PS205,102623.66256671092,Working,2022-11-08 12:00:00,18.82035391161925,Medium,PS-L4,2022-11-30 12:00:00,NA
2023-01-08 13:00:00,PS205,106165.55399863934,Working,2022-08-07 13:00:00,19.09117943200154,Low,PS-L4,2022-08-08 13:00:00,E201
2023-01-08 14:00:00,PS205,106670.92718610984,Working,2022-08-20 14:00:00,23.990400026740787,High,PS-L4,2022-07-29 14:00:00,NA
2023-01-08 15:00:00,PS205,102822.93224375449,Working,2022-11-10 15:00:00,18.841300400922638,Low,PS-L4,2022-10-14 15:00:00,NA
2023-01-08 16:00:00,PS205,104555.25257108414,Working,2022-08-21 16:00:00,21.635926714671534,Medium,PS-L4,2022-11-16 16:00:00,NA
