Timestamp,Sensor ID,Temperature Reading (°C),Operational Status,Last Maintenance Date,Ambient Humidity,Heat Source Proximity,Sensor Model,Last Calibration Date,Error Code
2023-01-03 04:00:00,TS313,20.954923215515763,Working,2022-09-12 04:00:00,51.118232831797776,Near,TS-T2,2022-09-06 04:00:00,E301
2023-01-03 05:00:00,TS313,23.88337710938256,Needs Maintenance,2022-09-21 05:00:00,60.819642104849635,Far,TS-T2,2022-10-25 05:00:00,NA
2023-01-03 06:00:00,TS313,20.10143984839985,Working,2022-08-23 06:00:00,61.725424526917664,Far,TS-T2,2022-08-07 06:00:00,NA
2023-01-03 07:00:00,TS313,22.666294206270248,Working,2022-09-25 07:00:00,55.227963507813854,Medium,TS-T2,2022-10-16 07:00:00,NA
2023-01-03 08:00:00,TS313,21.498110106880045,Working,2022-08-09 08:00:00,67.46547616322897,Medium,TS-T2,2022-08-27 08:00:00,NA
2023-01-03 09:00:00,TS313,20.969707682055912,Working,2022-09-04 09:00:00,58.98661096980081,Near,TS-T2,2022-07-14 09:00:00,NA
2023-01-03 10:00:00,TS313,22.392459624232618,Working,2022-11-11 10:00:00,58.58276258332649,Near,TS-T2,2022-11-13 10:00:00,NA
2023-01-03 11:00:00,TS313,21.63594240879051,Working,2022-08-20 11:00:00,36.79103052398423,Far,TS-T2,2022-10-22 11:00:00,NA
2023-01-03 12:00:00,TS313,23.63547977025283,Working,2022-10-02 12:00:00,58.365695260148854,Medium,TS-T2,2022-09-26 12:00:00,NA
2023-01-03 13:00:00,TS313,23.11372818594424,Working,2022-11-03 13:00:00,46.32476622752564,Far,TS-T2,2022-09-05 13:00:00,NA
2023-01-03 14:00:00,TS313,24.639146124198305,Working,2022-09-12 14:00:00,33.4428832035331,Far,TS-T2,2022-09-27 14:00:00,NA
2023-01-03 15:00:00,TS313,22.62838263402665,Down,2022-10-15 15:00:00,67.73835855483782,Far,TS-T2,2022-12-04 15:00:00,NA
2023-01-03 16:00:00,TS313,21.517514923896528,Working,2022-07-22 16:00:00,67.32085013720848,Far,TS-T2,2022-11-09 16:00:00,NA
2023-01-03 17:00:00,TS313,23.12815962904181,Working,2022-10-24 17:00:00,42.048072833231885,Near,TS-T2,2022-09-04 17:00:00,NA
2023-01-03 18:00:00,TS313,23.3104126373972,Working,2022-09-26 18:00:00,65.25993486838011,Medium,TS-T2,2022-09-06 18:00:00,NA
2023-01-03 19:00:00,TS313,20.16618131174705,Down,2022-08-26 19:00:00,62.845887637842914,Near,TS-T2,2022-09-16 19:00:00,E302
2023-01-03 20:00:00,TS313,22.931283995095427,Working,2022-09-04 20:00:00,38.25575608583372,Near,TS-T2,2022-12-01 20:00:00,E302
2023-01-03 21:00:00,TS313,20.63444559136253,Working,2022-11-07 21:00:00,54.71956541933321,Near,TS-T2,2022-09-17 21:00:00,NA
2023-01-03 22:00:00,TS313,23.993649248481844,Working,2022-08-31 22:00:00,34.504195320821914,Medium,TS-T2,2022-11-22 22:00:00,NA
2023-01-03 23:00:00,TS313,22.435202744755586,Working,2022-09-20 23:00:00,40.294905697710405,Near,TS-T2,2022-09-10 23:00:00,NA
2023-01-04 00:00:00,TS313,21.754906997180523,Working,2022-08-20 00:00:00,65.21135534992733,Far,TS-T2,2022-10-12 00:00:00,NA
2023-01-04 01:00:00,TS313,22.18846239686221,Needs Maintenance,2022-08-26 01:00:00,59.134015907843974,Medium,TS-T2,2022-10-13 01:00:00,NA
2023-01-04 02:00:00,TS313,21.886622290013406,Working,2022-11-15 02:00:00,64.51839125296529,Medium,TS-T2,2022-10-24 02:00:00,NA
2023-01-04 03:00:00,TS313,22.401024447529842,Working,2022-09-13 03:00:00,64.92645108845053,Far,TS-T2,2022-11-29 03:00:00,NA
2023-01-04 04:00:00,TS313,23.043683576741444,Working,2022-07-20 04:00:00,36.515543239361335,Near,TS-T2,2022-09-02 04:00:00,NA
2023-01-04 05:00:00,TS313,25.337244000786875,Down,2022-10-10 05:00:00,54.26873920094596,Medium,TS-T2,2022-08-02 05:00:00,NA
2023-01-04 06:00:00,TS313,20.598960851979136,Working,2022-11-08 06:00:00,41.034190344198805,Medium,TS-T2,2022-08-31 06:00:00,E302
2023-01-04 07:00:00,TS313,24.077343725630104,Working,2022-10-29 07:00:00,60.238831633546695,Medium,TS-T2,2022-11-07 07:00:00,NA
2023-01-04 08:00:00,TS313,22.446724814710862,Working,2022-09-19 08:00:00,41.52488155998716,Medium,TS-T2,2022-09-19 08:00:00,NA
2023-01-04 09:00:00,TS313,18.093365160445067,Working,2022-08-05 09:00:00,54.69465165362481,Near,TS-T2,2022-08-17 09:00:00,NA
2023-01-04 10:00:00,TS313,23.871251476450443,Working,2022-08-22 10:00:00,31.676954110398935,Near,TS-T2,2022-10-05 10:00:00,NA
2023-01-04 11:00:00,TS313,22.091124582422037,Working,2022-09-02 11:00:00,53.28700561397664,Near,TS-T2,2022-12-01 11:00:00,NA
2023-01-04 12:00:00,TS313,19.6159092748424,Working,2022-12-05 12:00:00,44.56796437866092,Medium,TS-T2,2022-07-16 12:00:00,NA
2023-01-04 13:00:00,TS313,21.647880085589307,Needs Maintenance,2022-11-24 13:00:00,54.20443666964286,Far,TS-T2,2022-11-19 13:00:00,NA
2023-01-04 14:00:00,TS313,22.108614072495207,Needs Maintenance,2022-11-02 14:00:00,44.02193889716408,Far,TS-T2,2022-08-09 14:00:00,NA
2023-01-04 15:00:00,TS313,25.08861793101609,Needs Maintenance,2022-07-24 15:00:00,44.51920836288683,Near,TS-T2,2022-07-19 15:00:00,NA
2023-01-04 16:00:00,TS313,28.063608075817278,Working,2022-08-03 16:00:00,46.619002827973404,Medium,TS-T2,2022-10-21 16:00:00,NA
2023-01-04 17:00:00,TS313,24.589851523470593,Working,2022-07-19 17:00:00,63.03976046485275,Far,TS-T2,2022-10-24 17:00:00,NA
2023-01-04 18:00:00,TS313,20.905568861431657,Working,2022-11-01 18:00:00,36.81226837151982,Near,TS-T2,2022-08-27 18:00:00,NA
2023-01-04 19:00:00,TS313,22.960645203830428,Needs Maintenance,2022-08-22 19:00:00,48.132836924203296,Near,TS-T2,2022-09-21 19:00:00,NA
2023-01-04 20:00:00,TS313,22.334303857021908,Working,2022-11-13 20:00:00,51.311037764617836,Near,TS-T2,2022-08-23 20:00:00,NA
2023-01-04 21:00:00,TS313,19.845026516527945,Working,2022-09-24 21:00:00,62.2885973552262,Medium,TS-T2,2022-11-10 21:00:00,NA
2023-01-04 22:00:00,TS313,22.66203624355122,Working,2022-10-09 22:00:00,32.29925594460262,Far,TS-T2,2022-12-03 22:00:00,NA
2023-01-04 23:00:00,TS313,22.46273683486468,Working,2022-10-08 23:00:00,34.879337914038906,Near,TS-T2,2022-10-16 23:00:00,NA
2023-01-05 00:00:00,TS313,24.222790856234138,Working,2022-11-07 00:00:00,51.594834934488844,Medium,TS-T2,2022-11-11 00:00:00,NA
2023-01-05 01:00:00,TS313,22.608092160596215,Working,2022-07-13 01:00:00,61.292257928031326,Far,TS-T2,2022-08-28 01:00:00,NA
2023-01-05 02:00:00,TS313,18.46856497345087,Working,2022-09-09 02:00:00,42.01832483122061,Near,TS-T2,2022-09-09 02:00:00,NA
2023-01-05 03:00:00,TS313,22.52286549703391,Needs Maintenance,2022-08-08 03:00:00,34.65724405332834,Medium,TS-T2,2022-11-30 03:00:00,NA
2023-01-05 04:00:00,TS313,23.41349179410535,Working,2022-08-19 04:00:00,62.61123973650317,Medium,TS-T2,2022-08-15 04:00:00,NA
2023-01-05 05:00:00,TS313,17.208702045843893,Working,2022-11-21 05:00:00,31.542197300045252,Near,TS-T2,2022-09-26 05:00:00,E301
2023-01-05 06:00:00,TS313,23.090454354756616,Working,2022-10-12 06:00:00,34.175292436123456,Medium,TS-T2,2022-11-30 06:00:00,NA
2023-01-05 07:00:00,TS313,24.672318563126243,Working,2022-10-01 07:00:00,39.482553728846455,Far,TS-T2,2022-07-15 07:00:00,NA
2023-01-05 08:00:00,TS313,25.289711651121614,Working,2022-09-24 08:00:00,50.17933172537683,Medium,TS-T2,2022-08-01 08:00:00,NA
2023-01-05 09:00:00,TS313,16.087179457738415,Working,2022-08-24 09:00:00,67.15978893165635,Far,TS-T2,2022-11-10 09:00:00,NA
2023-01-05 10:00:00,TS313,22.388184024628554,Down,2022-07-15 10:00:00,66.10805809619818,Medium,TS-T2,2022-11-21 10:00:00,NA
2023-01-05 11:00:00,TS313,20.152115732508694,Working,2022-08-21 11:00:00,61.02839293782,Medium,TS-T2,2022-07-24 11:00:00,NA
2023-01-05 12:00:00,TS313,25.983943307646534,Needs Maintenance,2022-09-13 12:00:00,31.630632919097547,Far,TS-T2,2022-10-11 12:00:00,NA
2023-01-05 13:00:00,TS313,22.39324375988136,Working,2022-11-16 13:00:00,68.8791378543391,Medium,TS-T2,2022-07-17 13:00:00,NA
2023-01-05 14:00:00,TS313,22.820760223275858,Needs Maintenance,2022-11-08 14:00:00,34.80413730730128,Near,TS-T2,2022-10-11 14:00:00,NA
2023-01-05 15:00:00,TS313,22.527684339761702,Working,2022-10-28 15:00:00,63.706499704424914,Far,TS-T2,2022-10-04 15:00:00,NA
2023-01-05 16:00:00,TS313,21.002555534558002,Working,2022-11-06 16:00:00,65.28704910725202,Medium,TS-T2,2022-11-04 16:00:00,NA
2023-01-05 17:00:00,TS313,18.86905074474152,Working,2022-08-31 17:00:00,64.59708393833537,Medium,TS-T2,2022-11-24 17:00:00,NA
2023-01-05 18:00:00,TS313,20.942986847093582,Needs Maintenance,2022-11-19 18:00:00,42.597065071634205,Medium,TS-T2,2022-08-12 18:00:00,NA
2023-01-05 19:00:00,TS313,20.018450646854884,Working,2022-10-09 19:00:00,41.76288653767038,Near,TS-T2,2022-08-18 19:00:00,NA
2023-01-05 20:00:00,TS313,20.4059233736391,Working,2022-09-18 20:00:00,34.11062084501301,Medium,TS-T2,2022-08-03 20:00:00,NA
2023-01-05 21:00:00,TS313,21.84974080513383,Working,2022-07-29 21:00:00,34.07117867925025,Far,TS-T2,2022-09-21 21:00:00,NA
2023-01-05 22:00:00,TS313,24.728365393623882,Working,2022-11-30 22:00:00,66.2106633889671,Far,TS-T2,2022-09-29 22:00:00,NA
2023-01-05 23:00:00,TS313,20.617674879525392,Working,2022-10-08 23:00:00,69.87380998502115,Near,TS-T2,2022-11-08 23:00:00,NA
2023-01-06 00:00:00,TS313,20.47657758139455,Working,2022-08-02 00:00:00,46.65681082255735,Far,TS-T2,2022-09-07 00:00:00,NA
2023-01-06 01:00:00,TS313,26.41266101844705,Needs Maintenance,2022-09-20 01:00:00,51.1313252003486,Medium,TS-T2,2022-08-17 01:00:00,NA
2023-01-06 02:00:00,TS313,24.20258137529097,Needs Maintenance,2022-08-12 02:00:00,69.35809168365417,Medium,TS-T2,2022-09-07 02:00:00,NA
2023-01-06 03:00:00,TS313,20.85868987086375,Working,2022-11-26 03:00:00,59.437645445451295,Medium,TS-T2,2022-08-22 03:00:00,NA
2023-01-06 04:00:00,TS313,23.986133985254636,Needs Maintenance,2022-08-22 04:00:00,48.83169530481398,Medium,TS-T2,2022-09-15 04:00:00,NA
2023-01-06 05:00:00,TS313,19.612323803538857,Working,2022-08-27 05:00:00,33.82803000514293,Medium,TS-T2,2022-08-14 05:00:00,E301
2023-01-06 06:00:00,TS313,20.48674820913999,Working,2022-08-12 06:00:00,30.79954998498898,Medium,TS-T2,2022-08-11 06:00:00,NA
2023-01-06 07:00:00,TS313,20.539028523485012,Working,2022-10-11 07:00:00,54.79978915032254,Medium,TS-T2,2022-10-30 07:00:00,NA
2023-01-06 08:00:00,TS313,23.67888892967603,Working,2022-09-13 08:00:00,30.693934599243157,Near,TS-T2,2022-11-26 08:00:00,NA
2023-01-06 09:00:00,TS313,22.188200120624018,Needs Maintenance,2022-11-11 09:00:00,30.678813509546742,Medium,TS-T2,2022-11-22 09:00:00,NA
2023-01-06 10:00:00,TS313,19.087649201973694,Working,2022-11-22 10:00:00,61.97662038172736,Medium,TS-T2,2022-10-20 10:00:00,NA
2023-01-06 11:00:00,TS313,21.33691530887619,Working,2022-11-11 11:00:00,49.0353870887634,Medium,TS-T2,2022-10-05 11:00:00,NA
2023-01-06 12:00:00,TS313,20.79394591680454,Working,2022-08-23 12:00:00,38.230164173901315,Far,TS-T2,2022-08-03 12:00:00,NA
2023-01-06 13:00:00,TS313,23.03430871121229,Working,2022-07-24 13:00:00,60.41254560015628,Medium,TS-T2,2022-10-09 13:00:00,NA
2023-01-06 14:00:00,TS313,20.608979147478937,Working,2022-08-08 14:00:00,62.45460485480925,Medium,TS-T2,2022-09-03 14:00:00,E301
2023-01-06 15:00:00,TS313,20.697742473441835,Working,2022-09-22 15:00:00,45.06637708637731,Far,TS-T2,2022-11-02 15:00:00,NA
2023-01-06 16:00:00,TS313,23.978530867306524,Working,2022-11-04 16:00:00,56.496976001760935,Medium,TS-T2,2022-07-23 16:00:00,NA
2023-01-06 17:00:00,TS313,20.554246672870004,Working,2022-08-02 17:00:00,47.07889074792895,Far,TS-T2,2022-11-16 17:00:00,NA
2023-01-06 18:00:00,TS313,20.670689901213347,Working,2022-09-10 18:00:00,30.997483565105064,Medium,TS-T2,2022-09-14 18:00:00,E301
2023-01-06 19:00:00,TS313,23.34713759755054,Down,2022-08-25 19:00:00,51.985460642041815,Medium,TS-T2,2022-11-04 19:00:00,NA
2023-01-06 20:00:00,TS313,24.458085629954404,Working,2022-11-23 20:00:00,64.19374302210637,Far,TS-T2,2022-08-19 20:00:00,NA
2023-01-06 21:00:00,TS313,19.08119329625662,Working,2022-08-21 21:00:00,39.96543968989323,Medium,TS-T2,2022-10-01 21:00:00,NA
2023-01-06 22:00:00,TS313,24.1973421985113,Working,2022-10-04 22:00:00,47.353808134731906,Medium,TS-T2,2022-10-28 22:00:00,NA
2023-01-06 23:00:00,TS313,22.25601389922245,Working,2022-08-11 23:00:00,64.99242063526799,Far,TS-T2,2022-07-13 23:00:00,NA
2023-01-07 00:00:00,TS313,23.064315630596482,Working,2022-08-23 00:00:00,39.05391339852834,Far,TS-T2,2022-11-18 00:00:00,NA
2023-01-07 01:00:00,TS313,20.27916237083664,Working,2022-12-04 01:00:00,69.87445816825587,Far,TS-T2,2022-09-15 01:00:00,NA
2023-01-07 02:00:00,TS313,22.337711174597782,Needs Maintenance,2022-10-22 02:00:00,53.350429038174354,Near,TS-T2,2022-07-13 02:00:00,NA
2023-01-07 03:00:00,TS313,23.23501163561872,Working,2022-12-07 03:00:00,36.21126221183872,Medium,TS-T2,2022-07-23 03:00:00,NA
2023-01-07 04:00:00,TS313,22.07078069489577,Working,2022-08-03 04:00:00,57.3074855666248,Far,TS-T2,2022-10-04 04:00:00,E303
2023-01-07 05:00:00,TS313,22.65379332846009,Working,2022-12-05 05:00:00,67.15565654944231,Far,TS-T2,2022-10-01 05:00:00,NA
2023-01-07 06:00:00,TS313,23.608683548640503,Working,2022-11-11 06:00:00,36.47111044717682,Medium,TS-T2,2022-08-23 06:00:00,NA
2023-01-07 07:00:00,TS313,20.354710175348245,Working,2022-08-01 07:00:00,30.3098558104885,Medium,TS-T2,2022-11-24 07:00:00,NA
2023-01-07 08:00:00,TS313,21.133155537107033,Needs Maintenance,2022-09-21 08:00:00,30.595682584491435,Far,TS-T2,2022-09-22 08:00:00,NA
2023-01-07 09:00:00,TS313,24.42322806313544,Working,2022-12-01 09:00:00,68.39038576404664,Far,TS-T2,2022-11-23 09:00:00,NA
2023-01-07 10:00:00,TS313,19.534999850692024,Working,2022-09-26 10:00:00,49.13435391592362,Medium,TS-T2,2022-08-26 10:00:00,NA
2023-01-07 11:00:00,TS313,21.564419261965064,Working,2022-10-15 11:00:00,51.64449833722887,Near,TS-T2,2022-11-22 11:00:00,NA
2023-01-07 12:00:00,TS313,22.153425541091064,Working,2022-11-08 12:00:00,51.41513799851166,Medium,TS-T2,2022-10-02 12:00:00,NA
2023-01-07 13:00:00,TS313,25.6160342170877,Working,2022-11-25 13:00:00,40.09956512461005,Medium,TS-T2,2022-12-01 13:00:00,NA
2023-01-07 14:00:00,TS313,24.249200613929176,Needs Maintenance,2022-09-24 14:00:00,41.98306708903151,Near,TS-T2,2022-10-22 14:00:00,NA
2023-01-07 15:00:00,TS313,21.133203576815873,Working,2022-11-07 15:00:00,55.336556757608285,Near,TS-T2,2022-09-21 15:00:00,NA
2023-01-07 16:00:00,TS313,20.96645954018441,Working,2022-10-14 16:00:00,53.086086067570896,Near,TS-T2,2022-07-21 16:00:00,E303
2023-01-07 17:00:00,TS313,20.023256778421782,Working,2022-10-27 17:00:00,56.848013201987754,Far,TS-T2,2022-09-12 17:00:00,NA
2023-01-07 18:00:00,TS313,22.900220055671483,Working,2022-08-31 18:00:00,30.83474003997354,Near,TS-T2,2022-11-28 18:00:00,NA
2023-01-07 19:00:00,TS313,23.150961452815242,Needs Maintenance,2022-10-26 19:00:00,32.734260695461614,Medium,TS-T2,2022-09-14 19:00:00,NA
2023-01-07 20:00:00,TS313,21.902633823339748,Needs Maintenance,2022-11-16 20:00:00,51.53329602915501,Medium,TS-T2,2022-08-20 20:00:00,NA
2023-01-07 21:00:00,TS313,21.287029764232166,Working,2022-07-24 21:00:00,53.700401837009935,Far,TS-T2,2022-08-22 21:00:00,NA
2023-01-07 22:00:00,TS313,22.512708383741916,Working,2022-09-17 22:00:00,35.80776547119375,Medium,TS-T2,2022-10-27 22:00:00,E302
2023-01-07 23:00:00,TS313,20.613487055085002,Working,2022-09-20 23:00:00,34.864047732573475,Medium,TS-T2,2022-10-25 23:00:00,NA
2023-01-08 00:00:00,TS313,18.41389345162356,Working,2022-11-20 00:00:00,58.553364288997244,Medium,TS-T2,2022-09-19 00:00:00,NA
2023-01-08 01:00:00,TS313,21.9677252800583,Working,2022-11-23 01:00:00,64.72820885167664,Near,TS-T2,2022-10-18 01:00:00,NA
2023-01-08 02:00:00,TS313,21.699097662513573,Working,2022-11-07 02:00:00,30.734508793290228,Medium,TS-T2,2022-09-25 02:00:00,E303
2023-01-08 03:00:00,TS313,23.203522764678794,Working,2022-07-29 03:00:00,63.517531001135296,Far,TS-T2,2022-08-27 03:00:00,NA
2023-01-08 04:00:00,TS313,22.21235455278542,Working,2022-09-10 04:00:00,37.51649866538638,Medium,TS-T2,2022-10-13 04:00:00,NA
2023-01-08 05:00:00,TS313,25.171699710739652,Working,2022-08-04 05:00:00,32.8801878495121,Far,TS-T2,2022-07-16 05:00:00,NA
2023-01-08 06:00:00,TS313,21.318550657317818,Needs Maintenance,2022-09-30 06:00:00,62.2015215932625,Medium,TS-T2,2022-09-05 06:00:00,NA
2023-01-08 07:00:00,TS313,19.89131539513086,Needs Maintenance,2022-11-08 07:00:00,42.19440609153597,Far,TS-T2,2022-09-17 07:00:00,NA
2023-01-08 08:00:00,TS313,23.999846954615318,Working,2022-11-24 08:00:00,42.05539132353968,Medium,TS-T2,2022-10-18 08:00:00,E302
2023-01-08 09:00:00,TS313,24.186428370568663,Working,2022-08-16 09:00:00,53.66561082257097,Far,TS-T2,2022-08-14 09:00:00,NA
2023-01-08 10:00:00,TS313,24.96401654806776,Working,2022-11-14 10:00:00,58.11692262996469,Far,TS-T2,2022-09-03 10:00:00,E302
2023-01-08 11:00:00,TS313,22.230254061209617,Working,2022-11-08 11:00:00,63.84627268244521,Medium,TS-T2,2022-08-21 11:00:00,NA
2023-01-08 12:00:00,TS313,19.934937239031743,Working,2022-07-29 12:00:00,67.8674288968674,Medium,TS-T2,2022-10-15 12:00:00,NA
2023-01-08 13:00:00,TS313,26.742891128027008,Working,2022-11-17 13:00:00,65.7802829547747,Medium,TS-T2,2022-11-07 13:00:00,NA
2023-01-08 14:00:00,TS313,20.728131257250045,Working,2022-08-07 14:00:00,57.74713522053209,Far,TS-T2,2022-08-18 14:00:00,NA
