Timestamp,Sensor ID,Airflow Reading (CFM),Operational Status,Last Maintenance Date,Ambient Temperature,Ambient Pressure,Sensor Model,Last Calibration Date,Error Code
2023-01-01 12:00:00,AF101,326.5275069771702,Working,2022-10-16 12:00:00,20.11857031493251,1015.6585206524037,AF-X9,2022-09-20 12:00:00,NA
2023-01-01 13:00:00,AF101,325.9827696669078,Working,2022-07-28 13:00:00,24.938918103444628,1014.2486426948387,AF-X9,2022-11-17 13:00:00,NA
2023-01-01 14:00:00,AF101,335.47549585926794,Working,2022-08-12 14:00:00,21.52106833089151,1019.090990558702,AF-X9,2022-08-21 14:00:00,NA
2023-01-01 15:00:00,AF101,287.14924758484415,Working,2022-09-25 15:00:00,22.31195758396727,1014.5906833406259,AF-X9,2022-10-15 15:00:00,NA
2023-01-01 16:00:00,AF101,317.81798092962765,Working,2022-07-20 16:00:00,18.362652924468883,1012.3164551673516,AF-X9,2022-10-23 16:00:00,NA
2023-01-01 17:00:00,AF101,283.24686260505524,Working,2022-08-12 17:00:00,24.834796214289916,1012.2430426306656,AF-X9,2022-10-31 17:00:00,NA
2023-01-01 18:00:00,AF101,363.1417718167037,Working,2022-10-18 18:00:00,19.481732921060217,1013.9420045187508,AF-X9,2022-11-01 18:00:00,NA
2023-01-01 19:00:00,AF101,306.8824357210281,Working,2022-08-27 19:00:00,21.18960019517982,1011.4265844684642,AF-X9,2022-08-29 19:00:00,NA
2023-01-01 20:00:00,AF101,302.93130867989584,Working,2022-10-18 20:00:00,24.2542485570819,1013.8381860398274,AF-X9,2022-08-04 20:00:00,NA
2023-01-01 21:00:00,AF101,334.42318004314706,Needs Maintenance,2022-10-03 21:00:00,24.04579679604505,1019.2970873691914,AF-X9,2022-11-04 21:00:00,E101
2023-01-01 22:00:00,AF101,384.05188415056455,Working,2022-07-11 22:00:00,20.342740836920093,1016.067788761033,AF-X9,2022-08-28 22:00:00,NA
2023-01-01 23:00:00,AF101,195.42279694135686,Working,2022-11-07 23:00:00,18.384783685673813,1011.9784554060531,AF-X9,2022-11-06 23:00:00,NA
2023-01-02 00:00:00,AF101,325.34127648898533,Working,2022-11-07 00:00:00,22.867144000058477,1018.565743370235,AF-X9,2022-10-06 00:00:00,NA
2023-01-02 01:00:00,AF101,312.6120384953157,Working,2022-08-08 01:00:00,21.86531788020316,1011.2583114034455,AF-X9,2022-11-15 01:00:00,NA
2023-01-02 02:00:00,AF101,300.8648370003258,Working,2022-08-01 02:00:00,20.63308423177992,1019.8896933430907,AF-X9,2022-10-23 02:00:00,NA
2023-01-02 03:00:00,AF101,224.72169279718065,Working,2022-10-06 03:00:00,22.935399907773096,1015.5495299783687,AF-X9,2022-11-30 03:00:00,NA
2023-01-02 04:00:00,AF101,300.16033565940825,Needs Maintenance,2022-10-07 04:00:00,19.688872825296762,1013.1721687102299,AF-X9,2022-11-16 04:00:00,NA
2023-01-02 05:00:00,AF101,317.5939491592861,Working,2022-08-07 05:00:00,18.025589767121478,1015.7411364908666,AF-X9,2022-11-19 05:00:00,NA
2023-01-02 06:00:00,AF101,315.90010549584946,Working,2022-10-22 06:00:00,21.619340229178878,1010.6413040211405,AF-X9,2022-10-19 06:00:00,NA
2023-01-02 07:00:00,AF101,315.4624480804708,Working,2022-08-15 07:00:00,23.47964865358473,1014.0567951359519,AF-X9,2022-11-01 07:00:00,NA
2023-01-02 08:00:00,AF101,262.681398192265,Working,2022-10-21 08:00:00,18.732228009863075,1013.8834546960177,AF-X9,2022-10-04 08:00:00,NA
2023-01-02 09:00:00,AF101,264.1522049347103,Down,2022-10-27 09:00:00,20.180745646567292,1018.3895048399685,AF-X9,2022-09-22 09:00:00,NA
2023-01-02 10:00:00,AF101,295.75848793791715,Working,2022-09-15 10:00:00,18.578762154647173,1018.9606988842402,AF-X9,2022-10-31 10:00:00,NA
2023-01-02 11:00:00,AF101,260.3325726060179,Working,2022-07-23 11:00:00,19.400281103013594,1016.4806554746783,AF-X9,2022-09-24 11:00:00,NA
2023-01-02 12:00:00,AF101,271.0953221777524,Working,2022-08-13 12:00:00,19.32331988109364,1011.8690814022785,AF-X9,2022-11-26 12:00:00,NA
2023-01-02 13:00:00,AF101,262.85691182102835,Working,2022-10-17 13:00:00,22.395245505540586,1017.0380927512595,AF-X9,2022-07-26 13:00:00,NA
2023-01-02 14:00:00,AF101,281.1294102459133,Working,2022-11-07 14:00:00,20.921565904141133,1010.8177924255122,AF-X9,2022-08-18 14:00:00,NA
2023-01-02 15:00:00,AF101,195.18759029545475,Working,2022-08-05 15:00:00,21.255605945107277,1010.3021191792566,AF-X9,2022-11-15 15:00:00,NA
2023-01-02 16:00:00,AF101,226.74540954938163,Working,2022-09-22 16:00:00,19.535996875286322,1016.2006650418873,AF-X9,2022-08-13 16:00:00,NA
2023-01-02 17:00:00,AF101,313.18325245372966,Working,2022-07-17 17:00:00,18.870817656014275,1014.195082152597,AF-X9,2022-08-01 17:00:00,NA
2023-01-02 18:00:00,AF101,278.54094079076106,Working,2022-09-03 18:00:00,20.814805637304897,1019.8689868250491,AF-X9,2022-10-21 18:00:00,NA
2023-01-02 19:00:00,AF101,255.37011647119454,Needs Maintenance,2022-09-20 19:00:00,23.930339234374514,1016.9981371930068,AF-X9,2022-10-07 19:00:00,NA
2023-01-02 20:00:00,AF101,287.69903546570805,Working,2022-07-24 20:00:00,20.97172074359448,1013.2333166904484,AF-X9,2022-10-08 20:00:00,NA
2023-01-02 21:00:00,AF101,327.0644479626967,Working,2022-11-24 21:00:00,22.647382204414008,1014.7261713744546,AF-X9,2022-08-15 21:00:00,NA
2023-01-02 22:00:00,AF101,355.25924960000185,Down,2022-08-09 22:00:00,22.15629056955588,1019.2927168493292,AF-X9,2022-09-06 22:00:00,NA
2023-01-02 23:00:00,AF101,348.11814595789446,Needs Maintenance,2022-08-15 23:00:00,22.575309165648566,1017.0842923155687,AF-X9,2022-09-01 23:00:00,NA
2023-01-03 00:00:00,AF101,367.99609493507853,Working,2022-11-15 00:00:00,21.15937598773519,1011.7809471834075,AF-X9,2022-10-26 00:00:00,E101
2023-01-03 01:00:00,AF101,270.77674755017654,Needs Maintenance,2022-08-08 01:00:00,24.452983798787972,1011.5944320045671,AF-X9,2022-09-28 01:00:00,NA
2023-01-03 02:00:00,AF101,294.04057366520834,Working,2022-08-20 02:00:00,21.259867350800818,1012.4280972994136,AF-X9,2022-08-23 02:00:00,NA
2023-01-03 03:00:00,AF101,324.1593562997168,Working,2022-09-13 03:00:00,24.409550620179875,1016.0691858835455,AF-X9,2022-08-01 03:00:00,NA
2023-01-03 04:00:00,AF101,197.74651480617632,Working,2022-11-28 04:00:00,20.457731891329548,1012.4021529423702,AF-X9,2022-10-24 04:00:00,NA
2023-01-03 05:00:00,AF101,209.92100347082885,Working,2022-08-23 05:00:00,24.847318672515684,1017.3270000119574,AF-X9,2022-08-05 05:00:00,NA
2023-01-03 06:00:00,AF101,332.0732904371129,Working,2022-10-30 06:00:00,20.88246005784692,1010.5287380763524,AF-X9,2022-10-15 06:00:00,NA
2023-01-03 07:00:00,AF101,267.8675520319038,Working,2022-10-22 07:00:00,22.22067577749237,1014.0623035928909,AF-X9,2022-07-29 07:00:00,NA
2023-01-03 08:00:00,AF101,373.0680065743542,Needs Maintenance,2022-08-23 08:00:00,24.50141621603721,1014.3236463986451,AF-X9,2022-08-24 08:00:00,NA
2023-01-03 09:00:00,AF101,306.5468226854171,Working,2022-11-13 09:00:00,20.114566090227278,1015.1806604276131,AF-X9,2022-09-09 09:00:00,NA
2023-01-03 10:00:00,AF101,328.49639884647644,Working,2022-11-15 10:00:00,19.35816794081816,1015.544419063156,AF-X9,2022-10-10 10:00:00,NA
2023-01-03 11:00:00,AF101,247.46635805440394,Working,2022-11-11 11:00:00,21.94744289689274,1011.5671985202408,AF-X9,2022-07-12 11:00:00,NA
2023-01-03 12:00:00,AF101,349.8624166855895,Working,2022-09-30 12:00:00,18.363540484354125,1012.2291212096546,AF-X9,2022-08-17 12:00:00,NA
2023-01-03 13:00:00,AF101,310.4860178130189,Working,2022-11-28 13:00:00,23.45956129326596,1019.4509827939249,AF-X9,2022-08-28 13:00:00,NA
2023-01-03 14:00:00,AF101,344.63099047318514,Working,2022-07-08 14:00:00,19.27190333778235,1019.7792937084049,AF-X9,2022-09-20 14:00:00,NA
2023-01-03 15:00:00,AF101,351.62337413864566,Working,2022-09-06 15:00:00,21.04107313398633,1012.7479228315357,AF-X9,2022-07-29 15:00:00,E101
2023-01-03 16:00:00,AF101,317.8004627000572,Working,2022-11-25 16:00:00,21.28699207803244,1017.0573696547093,AF-X9,2022-11-29 16:00:00,NA
2023-01-03 17:00:00,AF101,232.53809997236124,Down,2022-09-26 17:00:00,23.491792158504126,1017.6137761619798,AF-X9,2022-09-24 17:00:00,NA
2023-01-03 18:00:00,AF101,257.89685469912604,Working,2022-08-18 18:00:00,19.177916119905934,1015.7630672142791,AF-X9,2022-11-24 18:00:00,E103
2023-01-03 19:00:00,AF101,298.9057764590686,Working,2022-10-16 19:00:00,21.81046413968545,1019.2156179603464,AF-X9,2022-12-02 19:00:00,NA
2023-01-03 20:00:00,AF101,266.41677684179956,Working,2022-10-16 20:00:00,23.72863089203375,1010.6623330975558,AF-X9,2022-09-22 20:00:00,NA
2023-01-03 21:00:00,AF101,252.47677519359036,Needs Maintenance,2022-11-01 21:00:00,18.422862110733796,1011.13415775815,AF-X9,2022-10-16 21:00:00,NA
2023-01-03 22:00:00,AF101,342.1170645587534,Needs Maintenance,2022-09-09 22:00:00,21.333120125502795,1015.0880703682597,AF-X9,2022-11-09 22:00:00,NA
2023-01-03 23:00:00,AF101,257.11852099635723,Working,2022-11-02 23:00:00,23.7778069149715,1015.5938042067565,AF-X9,2022-08-26 23:00:00,NA
2023-01-04 00:00:00,AF101,257.71976904849504,Working,2022-08-19 00:00:00,18.974702667047996,1011.6306731293757,AF-X9,2022-08-01 00:00:00,NA
2023-01-04 01:00:00,AF101,400.20386011636435,Working,2022-11-04 01:00:00,19.054742364704474,1010.9753406095903,AF-X9,2022-11-07 01:00:00,NA
2023-01-04 02:00:00,AF101,281.15315387180334,Working,2022-07-13 02:00:00,21.60111919443056,1013.624302204401,AF-X9,2022-10-22 02:00:00,NA
2023-01-04 03:00:00,AF101,360.3352589337801,Working,2022-07-29 03:00:00,20.654023923568115,1016.2354944552923,AF-X9,2022-08-11 03:00:00,NA
2023-01-04 04:00:00,AF101,278.17704338874574,Working,2022-10-07 04:00:00,21.444626860179365,1012.4074056641399,AF-X9,2022-11-11 04:00:00,NA
2023-01-04 05:00:00,AF101,247.94055765326374,Working,2022-09-08 05:00:00,24.755611092698015,1014.7494385344685,AF-X9,2022-10-19 05:00:00,NA
2023-01-04 06:00:00,AF101,168.35158253300511,Working,2022-09-28 06:00:00,24.817342241216103,1010.188862864277,AF-X9,2022-09-05 06:00:00,NA
2023-01-04 07:00:00,AF101,311.59001439411,Down,2022-09-06 07:00:00,19.49069493332724,1019.6004215210455,AF-X9,2022-07-27 07:00:00,E102
2023-01-04 08:00:00,AF101,363.2532163206784,Working,2022-07-10 08:00:00,20.953111822112056,1018.7200782255387,AF-X9,2022-11-08 08:00:00,NA
2023-01-04 09:00:00,AF101,301.46145725912305,Working,2022-10-18 09:00:00,22.05938207287993,1016.1730025004643,AF-X9,2022-10-20 09:00:00,NA
2023-01-04 10:00:00,AF101,409.87880242066456,Working,2022-07-27 10:00:00,21.822770366071147,1017.1776808541739,AF-X9,2022-09-14 10:00:00,NA
2023-01-04 11:00:00,AF101,312.0482421337996,Working,2022-11-13 11:00:00,18.317158182406406,1018.8329455289619,AF-X9,2022-07-17 11:00:00,NA
2023-01-04 12:00:00,AF101,300.24118425553024,Working,2022-09-14 12:00:00,19.274554233427637,1019.6598257338076,AF-X9,2022-10-01 12:00:00,NA
2023-01-04 13:00:00,AF101,157.80162276933447,Working,2022-11-20 13:00:00,24.3058135018963,1014.7761384534815,AF-X9,2022-11-01 13:00:00,NA
2023-01-04 14:00:00,AF101,306.6827420339345,Working,2022-10-28 14:00:00,18.368038067240597,1013.4250815846148,AF-X9,2022-10-24 14:00:00,NA
2023-01-04 15:00:00,AF101,269.4820444314727,Working,2022-09-18 15:00:00,21.06700875044449,1013.6853209031228,AF-X9,2022-10-14 15:00:00,NA
2023-01-04 16:00:00,AF101,303.0614623085431,Working,2022-08-03 16:00:00,18.31073406158544,1019.8605345097661,AF-X9,2022-07-16 16:00:00,NA
2023-01-04 17:00:00,AF101,277.33691807792104,Working,2022-10-28 17:00:00,24.375385256778777,1015.3016083714796,AF-X9,2022-11-09 17:00:00,NA
2023-01-04 18:00:00,AF101,314.36417158606093,Working,2022-09-09 18:00:00,24.798477462629545,1013.0803736690161,AF-X9,2022-08-12 18:00:00,NA
2023-01-04 19:00:00,AF101,368.81584920802464,Working,2022-09-01 19:00:00,20.2273654387537,1014.5059898726662,AF-X9,2022-09-04 19:00:00,NA
2023-01-04 20:00:00,AF101,229.63632268558382,Working,2022-11-28 20:00:00,20.894498463784604,1017.6766858143578,AF-X9,2022-11-11 20:00:00,NA
2023-01-04 21:00:00,AF101,257.0919812244321,Working,2022-08-16 21:00:00,18.062583329958283,1011.2337908582111,AF-X9,2022-10-21 21:00:00,NA
2023-01-04 22:00:00,AF101,364.6522499344636,Down,2022-08-24 22:00:00,23.139973614608902,1010.581430379352,AF-X9,2022-08-24 22:00:00,NA
2023-01-04 23:00:00,AF101,237.55643271095755,Working,2022-11-12 23:00:00,23.498644766129292,1018.7356881899653,AF-X9,2022-11-10 23:00:00,NA
2023-01-05 00:00:00,AF101,419.2991350039961,Working,2022-08-24 00:00:00,21.917296310909688,1019.9641851387103,AF-X9,2022-09-02 00:00:00,NA
2023-01-05 01:00:00,AF101,319.3841238628097,Working,2022-11-18 01:00:00,23.473181921342622,1018.251425967456,AF-X9,2022-07-30 01:00:00,NA
2023-01-05 02:00:00,AF101,230.69987566328047,Needs Maintenance,2022-08-09 02:00:00,24.948085511808802,1012.3777835731371,AF-X9,2022-09-21 02:00:00,NA
2023-01-05 03:00:00,AF101,278.2908657128427,Needs Maintenance,2022-11-30 03:00:00,19.20911392736813,1014.1182313156392,AF-X9,2022-07-20 03:00:00,E103
2023-01-05 04:00:00,AF101,426.5994773574607,Working,2022-07-30 04:00:00,23.309019258116656,1016.3440402136047,AF-X9,2022-09-04 04:00:00,NA
2023-01-05 05:00:00,AF101,319.23086888181456,Working,2022-07-19 05:00:00,23.15940568290409,1018.206479758022,AF-X9,2022-08-21 05:00:00,NA
2023-01-05 06:00:00,AF101,246.13306012225712,Working,2022-09-28 06:00:00,20.168073965667137,1018.2701652597319,AF-X9,2022-08-03 06:00:00,E101
2023-01-05 07:00:00,AF101,272.7977382917225,Working,2022-07-18 07:00:00,24.24918503666816,1013.6593857803605,AF-X9,2022-11-21 07:00:00,NA
2023-01-05 08:00:00,AF101,308.36950578500296,Working,2022-11-28 08:00:00,18.4724469060133,1019.0502081952411,AF-X9,2022-08-03 08:00:00,NA
2023-01-05 09:00:00,AF101,314.9749377333509,Working,2022-07-12 09:00:00,23.387004026330676,1013.4280842894495,AF-X9,2022-10-21 09:00:00,NA
2023-01-05 10:00:00,AF101,244.13768834154646,Working,2022-09-26 10:00:00,19.551748484208094,1011.5903997985341,AF-X9,2022-10-10 10:00:00,NA
2023-01-05 11:00:00,AF101,292.4231695303744,Working,2022-09-24 11:00:00,20.778310441178327,1010.3922809495951,AF-X9,2022-08-14 11:00:00,NA
2023-01-05 12:00:00,AF101,333.3592877114476,Working,2022-10-03 12:00:00,22.12720644826698,1010.6000034354336,AF-X9,2022-09-09 12:00:00,E101
2023-01-05 13:00:00,AF101,261.5718183922701,Working,2022-10-01 13:00:00,21.484870981467882,1016.3756814088459,AF-X9,2022-09-02 13:00:00,NA
2023-01-05 14:00:00,AF101,344.8032864039635,Down,2022-12-01 14:00:00,18.651456200708473,1013.0275251688904,AF-X9,2022-07-11 14:00:00,NA
2023-01-05 15:00:00,AF101,208.92350157586833,Working,2022-08-29 15:00:00,18.202764469382203,1017.8804721082649,AF-X9,2022-08-23 15:00:00,NA
2023-01-05 16:00:00,AF101,260.14520729531927,Working,2022-11-14 16:00:00,22.42430821592516,1019.985988148309,AF-X9,2022-11-04 16:00:00,NA
2023-01-05 17:00:00,AF101,302.02746483076385,Working,2022-10-29 17:00:00,19.704864243913335,1012.0864213528356,AF-X9,2022-09-11 17:00:00,NA
2023-01-05 18:00:00,AF101,249.9487856306109,Needs Maintenance,2022-07-31 18:00:00,19.233228408441523,1014.6591399491556,AF-X9,2022-09-25 18:00:00,NA
2023-01-05 19:00:00,AF101,272.49575625079285,Needs Maintenance,2022-07-26 19:00:00,22.12260652687516,1016.6104509495719,AF-X9,2022-09-08 19:00:00,NA
2023-01-05 20:00:00,AF101,278.475684368357,Working,2022-12-05 20:00:00,19.114207359579105,1010.729560978742,AF-X9,2022-08-31 20:00:00,E101
2023-01-05 21:00:00,AF101,304.6519478668322,Working,2022-10-23 21:00:00,19.177448157830018,1010.3165591257733,AF-X9,2022-10-08 21:00:00,NA
2023-01-05 22:00:00,AF101,331.2166410309748,Down,2022-08-26 22:00:00,24.938968140547466,1012.6005082269683,AF-X9,2022-11-06 22:00:00,NA
2023-01-05 23:00:00,AF101,227.12473231989486,Working,2022-09-05 23:00:00,23.38117798504308,1015.2800338946222,AF-X9,2022-07-15 23:00:00,NA
2023-01-06 00:00:00,AF101,412.08510826542147,Working,2022-11-08 00:00:00,23.01188483907221,1012.336530114964,AF-X9,2022-10-05 00:00:00,E102
2023-01-06 01:00:00,AF101,299.3233901697325,Down,2022-09-20 01:00:00,18.63378589524265,1010.642368752128,AF-X9,2022-09-02 01:00:00,NA
2023-01-06 02:00:00,AF101,278.3603660424963,Working,2022-08-23 02:00:00,18.46583974355304,1010.5918016099628,AF-X9,2022-10-14 02:00:00,NA
2023-01-06 03:00:00,AF101,332.1625835261408,Working,2022-09-12 03:00:00,18.39983571800742,1014.9067098108746,AF-X9,2022-10-21 03:00:00,NA
2023-01-06 04:00:00,AF101,317.85643850530266,Working,2022-10-19 04:00:00,22.419391484975485,1012.2026824007875,AF-X9,2022-09-02 04:00:00,NA
2023-01-06 05:00:00,AF101,255.79933903315037,Working,2022-08-17 05:00:00,21.00059354391675,1011.8638404627495,AF-X9,2022-09-26 05:00:00,NA
2023-01-06 06:00:00,AF101,332.1749027290068,Working,2022-07-24 06:00:00,18.796955938881688,1016.6820581785546,AF-X9,2022-12-01 06:00:00,NA
2023-01-06 07:00:00,AF101,319.60320607043377,Needs Maintenance,2022-08-15 07:00:00,21.674397077814664,1016.5887222377263,AF-X9,2022-09-06 07:00:00,NA
2023-01-06 08:00:00,AF101,283.28613249280045,Working,2022-11-18 08:00:00,24.132590209276515,1019.9491190792772,AF-X9,2022-10-29 08:00:00,NA
2023-01-06 09:00:00,AF101,243.66994943916325,Working,2022-08-14 09:00:00,20.344454521957147,1017.2487275468512,AF-X9,2022-09-14 09:00:00,NA
2023-01-06 10:00:00,AF101,265.0666652915033,Working,2022-10-03 10:00:00,19.55739650501134,1015.4973000474856,AF-X9,2022-07-12 10:00:00,NA
2023-01-06 11:00:00,AF101,265.63880719671596,Needs Maintenance,2022-09-27 11:00:00,22.797857649900003,1015.8918602210356,AF-X9,2022-08-23 11:00:00,E102
2023-01-06 12:00:00,AF101,290.8343033841441,Working,2022-07-22 12:00:00,20.077608430207498,1018.2796676004843,AF-X9,2022-09-07 12:00:00,NA
2023-01-06 13:00:00,AF101,408.6645471739265,Working,2022-10-18 13:00:00,20.37365424071523,1012.3304244610371,AF-X9,2022-10-10 13:00:00,NA
2023-01-06 14:00:00,AF101,331.9208419593697,Needs Maintenance,2022-11-07 14:00:00,20.296418271962438,1017.7904930900589,AF-X9,2022-10-04 14:00:00,NA
2023-01-06 15:00:00,AF101,229.80377063423788,Needs Maintenance,2022-09-30 15:00:00,22.67691085806075,1015.368136651223,AF-X9,2022-08-23 15:00:00,NA
2023-01-06 16:00:00,AF101,222.5069484827921,Needs Maintenance,2022-11-26 16:00:00,19.95628919716571,1018.9579210075414,AF-X9,2022-08-31 16:00:00,NA
2023-01-06 17:00:00,AF101,317.59878326153176,Working,2022-07-14 17:00:00,23.98196329113455,1017.1069574065067,AF-X9,2022-09-14 17:00:00,NA
2023-01-06 18:00:00,AF101,257.86736186550314,Working,2022-10-25 18:00:00,19.349262033424523,1014.4288800528615,AF-X9,2022-09-27 18:00:00,NA
2023-01-06 19:00:00,AF101,377.63475539730445,Working,2022-11-11 19:00:00,23.189781396428657,1010.1361003344718,AF-X9,2022-10-21 19:00:00,NA
2023-01-06 20:00:00,AF101,352.22598576115007,Working,2022-11-25 20:00:00,19.3307326155824,1018.8105435899248,AF-X9,2022-10-03 20:00:00,NA
2023-01-06 21:00:00,AF101,356.78011555238595,Working,2022-11-06 21:00:00,20.66600415431433,1014.3757101032477,AF-X9,2022-08-07 21:00:00,NA
2023-01-06 22:00:00,AF101,218.86930007044663,Down,2022-10-20 22:00:00,24.125456831515102,1018.5191100124993,AF-X9,2022-08-10 22:00:00,NA
2023-01-06 23:00:00,AF101,268.46335167356045,Working,2022-11-27 23:00:00,20.418665800859088,1013.4384278595927,AF-X9,2022-08-07 23:00:00,NA
2023-01-07 00:00:00,AF101,250.23368799665545,Working,2022-11-08 00:00:00,21.831829671688553,1017.0083870282465,AF-X9,2022-07-16 00:00:00,NA
2023-01-07 01:00:00,AF101,302.9387948737538,Working,2022-08-28 01:00:00,19.497878987767507,1010.2401814019494,AF-X9,2022-11-18 01:00:00,NA
2023-01-07 02:00:00,AF101,330.0684353104943,Working,2022-12-07 02:00:00,21.47234028826754,1018.8867948512053,AF-X9,2022-11-05 02:00:00,NA
2023-01-07 03:00:00,AF101,329.7073504427742,Working,2022-10-20 03:00:00,20.408521939009596,1015.8236772807171,AF-X9,2022-10-20 03:00:00,NA
2023-01-07 04:00:00,AF101,267.726332993124,Working,2022-09-20 04:00:00,23.475306990878753,1010.7820818007029,AF-X9,2022-08-25 04:00:00,NA
2023-01-07 05:00:00,AF101,423.3505209429761,Needs Maintenance,2022-11-05 05:00:00,18.97068728448533,1011.4671585399577,AF-X9,2022-09-17 05:00:00,NA
2023-01-07 06:00:00,AF101,293.7947728081367,Working,2022-12-07 06:00:00,18.93861155033478,1017.9521725600234,AF-X9,2022-10-14 06:00:00,NA
2023-01-07 07:00:00,AF101,355.1488679109595,Working,2022-11-18 07:00:00,21.258592613852848,1019.3763719004266,AF-X9,2022-07-22 07:00:00,E102
2023-01-07 08:00:00,AF101,257.8897016344403,Working,2022-07-26 08:00:00,23.945169934466907,1011.007727283951,AF-X9,2022-09-10 08:00:00,NA
2023-01-07 09:00:00,AF101,301.83883855845545,Working,2022-07-15 09:00:00,22.118422219282913,1012.3612072807698,AF-X9,2022-10-05 09:00:00,NA
2023-01-07 10:00:00,AF101,282.96026516208684,Working,2022-10-05 10:00:00,21.098091898429058,1012.9418680414681,AF-X9,2022-08-29 10:00:00,NA
2023-01-07 11:00:00,AF101,324.95843568925704,Working,2022-09-22 11:00:00,24.003945153119798,1017.9477459763117,AF-X9,2022-07-29 11:00:00,NA
2023-01-07 12:00:00,AF101,391.91044774451814,Working,2022-07-20 12:00:00,22.220299587885968,1011.0201178032914,AF-X9,2022-11-04 12:00:00,NA
2023-01-07 13:00:00,AF101,385.71881101590844,Working,2022-07-15 13:00:00,23.797776514225102,1018.7329907522995,AF-X9,2022-07-24 13:00:00,NA
2023-01-07 14:00:00,AF101,336.944269702824,Working,2022-10-30 14:00:00,24.623495021839275,1012.426287367998,AF-X9,2022-09-09 14:00:00,NA
2023-01-07 15:00:00,AF101,304.81758495590276,Working,2022-08-26 15:00:00,21.38762588773716,1014.3160736585003,AF-X9,2022-08-23 15:00:00,NA
2023-01-07 16:00:00,AF101,215.2406991853312,Working,2022-10-22 16:00:00,20.86240705704178,1012.7538034579816,AF-X9,2022-09-03 16:00:00,E101
2023-01-07 17:00:00,AF101,366.77742591095927,Working,2022-08-26 17:00:00,23.603615823394634,1013.2396025912831,AF-X9,2022-08-30 17:00:00,NA
2023-01-07 18:00:00,AF101,262.19004983980057,Needs Maintenance,2022-09-18 18:00:00,18.269278530810357,1016.4630252877674,AF-X9,2022-12-02 18:00:00,NA
2023-01-07 19:00:00,AF101,240.19781626501785,Needs Maintenance,2022-09-04 19:00:00,18.995930994637288,1018.0482260979715,AF-X9,2022-11-09 19:00:00,NA
2023-01-07 20:00:00,AF101,256.4108080534445,Working,2022-09-25 20:00:00,18.36219535368848,1018.0645173635356,AF-X9,2022-08-31 20:00:00,NA
2023-01-07 21:00:00,AF101,312.3861303967137,Working,2022-11-24 21:00:00,20.277901753301887,1011.085211040958,AF-X9,2022-11-08 21:00:00,NA
2023-01-07 22:00:00,AF101,352.02733205312234,Working,2022-10-14 22:00:00,18.758042195315834,1015.3943923514558,AF-X9,2022-09-05 22:00:00,NA
2023-01-07 23:00:00,AF101,282.23342609699324,Working,2022-09-25 23:00:00,21.36741901417785,1017.6474657891483,AF-X9,2022-09-12 23:00:00,NA
2023-01-08 00:00:00,AF101,303.0300911633828,Working,2022-10-14 00:00:00,20.017307634222536,1011.6352408896247,AF-X9,2022-07-16 00:00:00,NA
2023-01-08 01:00:00,AF101,289.79810176265147,Working,2022-08-01 01:00:00,19.737194283390266,1013.3143881403347,AF-X9,2022-07-31 01:00:00,NA
2023-01-08 02:00:00,AF101,260.25045496345905,Needs Maintenance,2022-11-17 02:00:00,20.272808406715946,1011.1379712439344,AF-X9,2022-11-21 02:00:00,E101
